name,date,leben,lengthleben,idn,iplace,ibio,url
"Slade, Elvira Maria",1939 - ,,0,113043244,0,0,http://www.deutsche-biographie.de/pnd113043244.html
"Sommer, Angela",1957 - ,,0,123432669,0,0,http://www.deutsche-biographie.de/pnd123432669.html
"Skoluda, Wolfgang",1935 - ,,0,132231409,0,0,http://www.deutsche-biographie.de/pnd132231409.html
,,,0,,0,0,http://www.deutsche-biographie.de/pnd118887939.html
"Smith, Mathilde",1826 - 1882,,0,103676172X,0,0,http://www.deutsche-biographie.de/pnd103676172X.html
"Snjadanko, Natalka",1973 - ,,0,130342432,0,0,http://www.deutsche-biographie.de/pnd130342432.html
"Soden, August von",1837,,0,117442518,0,0,http://www.deutsche-biographie.de/pnd117442518.html
"Skreiner, Wilfried",1927 - 1994,,0,119061694,0,0,http://www.deutsche-biographie.de/pnd119061694.html
,,,0,,0,0,http://www.deutsche-biographie.de/pnd121132285.html
"Smissen, Gilbert van der",1915,,0,1049759400,0,0,http://www.deutsche-biographie.de/pnd1049759400.html
"Slicher, Jan Baptiste",1689 - 1766,,0,1024719898,1,0,http://www.deutsche-biographie.de/pnd1024719898.html
,,,0,,0,0,http://www.deutsche-biographie.de/pnd129906727.html
"Soler y Guardiola, Pablo",1865 - ,,0,133759636,1,0,http://www.deutsche-biographie.de/pnd133759636.html
Soffredi <del Grazia>,[um 1271],,0,102501327,0,0,http://www.deutsche-biographie.de/pnd102501327.html
"Somerset, William Seymour",1588 - 1660,,0,142720593,0,0,http://www.deutsche-biographie.de/pnd142720593.html
"Smyslov, Vasilij V.",1921 - 2010,,0,118748599,0,0,http://www.deutsche-biographie.de/pnd118748599.html
"Sojka, Ingrid",1948 - 1983,,0,1049176022,0,0,http://www.deutsche-biographie.de/pnd1049176022.html
"Smesmann, Abraham",1587-1590[16. Jh.],,0,119833484,1,0,http://www.deutsche-biographie.de/pnd119833484.html
"Skorna, Hans Jürgen",1926 - ,,0,174073895,0,0,http://www.deutsche-biographie.de/pnd174073895.html
"Smyth, Ethel",1858 - 1944,,0,118883658,1,0,http://www.deutsche-biographie.de/pnd118883658.html
"Smart, Christopher",1722 - 1771,,0,118905252,0,0,http://www.deutsche-biographie.de/pnd118905252.html
,,,0,,0,0,http://www.deutsche-biographie.de/pnd133966569.html
"Solms-Wildenfels, Gisela zu",1940 - ,,0,110710460,1,0,http://www.deutsche-biographie.de/pnd110710460.html
"Solms-Laubach, Friedrich Ernst von",1671 - 1723,,0,128456477,0,0,http://www.deutsche-biographie.de/pnd128456477.html
"Smith, Jeremiah",1870 - 1935,,0,133756742,0,0,http://www.deutsche-biographie.de/pnd133756742.html
"Smith, Eddy",1896 - 1957,,0,124204392,0,0,http://www.deutsche-biographie.de/pnd124204392.html
"Sombreuil, Marie Maurille Virot de",1774 - 1823,,0,1024064255,1,0,http://www.deutsche-biographie.de/pnd1024064255.html
,,,0,,0,0,http://www.deutsche-biographie.de/pnd137463510.html
"Sklarz, Georg",1875 - ,,0,13375670X,0,0,http://www.deutsche-biographie.de/pnd13375670X.html
"Soccini, Mariano",1613 - 1680,,0,1022635638,1,0,http://www.deutsche-biographie.de/pnd1022635638.html
"Soderini, Genesio",1659 - 1715,,0,10406482X,1,0,http://www.deutsche-biographie.de/pnd10406482X.html
"Someda, Ferdinand von",-,,0,1019749008,0,0,http://www.deutsche-biographie.de/pnd1019749008.html
"Slánský, Rudolf",1901 - 1952,,0,118748424,1,0,http://www.deutsche-biographie.de/pnd118748424.html
"Sluter, Claus",1350 - 1406,,0,118797646,0,0,http://www.deutsche-biographie.de/pnd118797646.html
"Sleegers, Herbert",1932 - ,,0,133432408,0,0,http://www.deutsche-biographie.de/pnd133432408.html
,,,0,,0,0,http://www.deutsche-biographie.de/pnd1042386242.html
"Sklarek, Leo",1884 - 1942,,0,133756688,0,0,http://www.deutsche-biographie.de/pnd133756688.html
"Skouen, Arne",1913 - 2003,,0,132101688,0,0,http://www.deutsche-biographie.de/pnd132101688.html
,,,0,,0,0,http://www.deutsche-biographie.de/pnd100473520.html
"Smirziz, Albert Johann",ca. 1619,,0,130153125,0,0,http://www.deutsche-biographie.de/pnd130153125.html
"Smith, Brittain",1956 - ,,0,1019322705,0,0,http://www.deutsche-biographie.de/pnd1019322705.html
"Sobolewski, Ignaz von",1770 - 1846,,0,117635855,0,0,http://www.deutsche-biographie.de/pnd117635855.html
Snio,-,,0,1012426696,0,0,http://www.deutsche-biographie.de/pnd1012426696.html
,,,0,,0,0,http://www.deutsche-biographie.de/pnd13145188X.html
"Slezak, Werner",1942 - ,,0,1049159454,1,0,http://www.deutsche-biographie.de/pnd1049159454.html
"Składkowski, Sławoj Felicjan",1885 - 1962,,0,118944932,0,0,http://www.deutsche-biographie.de/pnd118944932.html
"Sokorska, Bogna",1927 - 2002,,0,133667197,0,0,http://www.deutsche-biographie.de/pnd133667197.html
"Soergel, Tabea",1983 - ,,0,1049173341,1,0,http://www.deutsche-biographie.de/pnd1049173341.html
,,,0,,0,0,http://www.deutsche-biographie.de/pnd118797743.html
"Smrkovský, Josef",1911 - 1974,,0,118615092,0,0,http://www.deutsche-biographie.de/pnd118615092.html
"Sledge, Percy",1941 - 2015,,0,134523946,0,0,http://www.deutsche-biographie.de/pnd134523946.html
"Soderini, Francesco",1453 - 1524,,0,119161869,0,0,http://www.deutsche-biographie.de/pnd119161869.html
"Smids, Ludolph",1649 - 1720,,0,129126780,1,0,http://www.deutsche-biographie.de/pnd129126780.html
"Smart, Francis",1719,,0,1033227625,1,0,http://www.deutsche-biographie.de/pnd1033227625.html
,,,0,,0,0,http://www.deutsche-biographie.de/pnd117637521.html
"Smargiassi, Gabriele",1798 - 1882,,0,118998307,0,0,http://www.deutsche-biographie.de/pnd118998307.html
"Slevogt, S.",1855 - 1898,,0,1050319850,1,0,http://www.deutsche-biographie.de/pnd1050319850.html
"Somerset, Frances H.",1593 - 1632,,0,119204177,0,0,http://www.deutsche-biographie.de/pnd119204177.html
"Snowden, Philip Snowden",1864 - 1937,,0,119484943,0,0,http://www.deutsche-biographie.de/pnd119484943.html
"Slodtz, Paul Ambroise",1702 - 1758,,0,1037004345,1,0,http://www.deutsche-biographie.de/pnd1037004345.html
"Soldani, Massimiliano",1656 - 1740,,0,121040321,0,0,http://www.deutsche-biographie.de/pnd121040321.html
,,,0,,0,0,http://www.deutsche-biographie.de/pnd134523989.html
"Smirnow, Andrej A.",1905 - 1982,,0,1030278679,1,0,http://www.deutsche-biographie.de/pnd1030278679.html
"Solarte, Sonia",1959 - ,,0,132140357,0,0,http://www.deutsche-biographie.de/pnd132140357.html
"Soden, Kristine von",1979-,,0,138315701,1,0,http://www.deutsche-biographie.de/pnd138315701.html
,,,0,,0,0,http://www.deutsche-biographie.de/pnd120224682.html
Solon,[v640] - [v560],,0,118615394,0,0,http://www.deutsche-biographie.de/pnd118615394.html
"Soden, Eugenie von",1858 - 1930,,0,117442534,0,0,http://www.deutsche-biographie.de/pnd117442534.html
"Slade, Guilelmus",[gest. ca. 1415],,0,102518807,0,0,http://www.deutsche-biographie.de/pnd102518807.html
"Slodtz, René-Michel",1705 - 1764,,0,124986366,0,0,http://www.deutsche-biographie.de/pnd124986366.html
"Smets, Heike",1967 - ,,0,124459749,0,0,http://www.deutsche-biographie.de/pnd124459749.html
,,,0,,0,0,http://www.deutsche-biographie.de/pnd11879762X.html
