name,date,leben,lengthleben,idn,iplace,ibio,url
"Szewc, Piotr",1961 - ,,0,1021185361,0,0,http://www.deutsche-biographie.de/pnd1021185361.html
"Swetge, Friedrich",1619 - 1668,,0,101975883X,1,0,http://www.deutsche-biographie.de/pnd101975883X.html
"Säckel, Käthe",1929 - ,,0,1038818532,1,0,http://www.deutsche-biographie.de/pnd1038818532.html
"Szancer, Jan Marcin",1902 - 1973,,0,105011622,1,0,http://www.deutsche-biographie.de/pnd105011622.html
,,,0,,0,0,http://www.deutsche-biographie.de/pnd132920786.html
,,,0,,0,0,http://www.deutsche-biographie.de/pnd119190575.html
,,,0,,0,0,http://www.deutsche-biographie.de/pnd132440873.html
"Süß, Georg",1568 - 1636,,0,1019760524,1,0,http://www.deutsche-biographie.de/pnd1019760524.html
"Suárez de Figueroa y Córdoba, Gómez",1587 - 1634,,0,143510029,1,0,http://www.deutsche-biographie.de/pnd143510029.html
"Szykownik, René",1970 - ,,0,123211611,0,0,http://www.deutsche-biographie.de/pnd123211611.html
"Susenbeth, Johann",1816-1848[19. Jh],,0,117381942,0,0,http://www.deutsche-biographie.de/pnd117381942.html
"Sörensen, Levke",1941 - ,,0,1049173120,0,0,http://www.deutsche-biographie.de/pnd1049173120.html
"Svetina, Peter",1970 - ,,0,137122969,1,0,http://www.deutsche-biographie.de/pnd137122969.html
"Sylvester, Janus",1879 - 1925,,0,172392349,0,0,http://www.deutsche-biographie.de/pnd172392349.html
"Söhner, Friedrich",1615 - 1687,,0,101974894X,1,0,http://www.deutsche-biographie.de/pnd101974894X.html
Swartike,[77],,0,1014839416,0,0,http://www.deutsche-biographie.de/pnd1014839416.html
"Survage, Léopold",1879 - 1968,,0,119113015,0,0,http://www.deutsche-biographie.de/pnd119113015.html
"Svetlanov, Evgenij F.",1928 - 2002,,0,124327052,0,0,http://www.deutsche-biographie.de/pnd124327052.html
"Swinden, Jan Hendrik van",1746 - 1823,,0,104197358,0,0,http://www.deutsche-biographie.de/pnd104197358.html
"Sämann, Wolfgang",1940 - ,,0,124052851,1,0,http://www.deutsche-biographie.de/pnd124052851.html
"Söhle, Luise",1939 - ,,0,128601582,0,0,http://www.deutsche-biographie.de/pnd128601582.html
"Sá da Bandeira, Bernardo de Sá Nogueira de Figueiredo de",1795 - 1876,,0,120688581,0,0,http://www.deutsche-biographie.de/pnd120688581.html
"Szeligowski, Tadeusz",1896 - 1963,,0,118906046,1,0,http://www.deutsche-biographie.de/pnd118906046.html
,,,0,,0,0,http://www.deutsche-biographie.de/pnd118763199.html
"Süssenguth, Walther",-,,0,134867580,0,0,http://www.deutsche-biographie.de/pnd134867580.html
"Szikszay, Ferenc",1871 - 1908,,0,1038681960,1,0,http://www.deutsche-biographie.de/pnd1038681960.html
"Sürth, Paul",1954 - ,,0,1049788664,1,0,http://www.deutsche-biographie.de/pnd1049788664.html
Symphosius,[4./5. Jh.],,0,119307391,0,0,http://www.deutsche-biographie.de/pnd119307391.html
,,,0,,0,0,http://www.deutsche-biographie.de/pnd118758101.html
Syon <Vercellensis>,[13. Jh.],,0,103105204,0,0,http://www.deutsche-biographie.de/pnd103105204.html
"Sévigné, Henri de",1624 - 1651,,0,1036862364,1,0,http://www.deutsche-biographie.de/pnd1036862364.html
"Sáenz de Aguirre, José",1630 - 1699,,0,129958468,1,0,http://www.deutsche-biographie.de/pnd129958468.html
"Sutherland, William",1859 - 1911,,0,117679070,1,0,http://www.deutsche-biographie.de/pnd117679070.html
Svipdag,-,,0,1014455898,0,0,http://www.deutsche-biographie.de/pnd1014455898.html
"Sydow, Margarethe von",1869 - 1945,,0,11739095X,1,0,http://www.deutsche-biographie.de/pnd11739095X.html
"Symeon <Stylites, der Ältere>",[390] - [459],,0,118620282,0,0,http://www.deutsche-biographie.de/pnd118620282.html
"Szamuely, Tibor",1890 - 1919,,0,130045772,0,0,http://www.deutsche-biographie.de/pnd130045772.html
"Swaine, John",1775 - 1860,,0,134294335,1,0,http://www.deutsche-biographie.de/pnd134294335.html
"Süß, Georg",1866 - 1913,,0,1049788745,0,0,http://www.deutsche-biographie.de/pnd1049788745.html
"Ségaud, Guillaume de",1674 - 1748,,0,100272657,0,0,http://www.deutsche-biographie.de/pnd100272657.html
,,,0,,0,0,http://www.deutsche-biographie.de/pnd122983122.html
"Ségur, Philippe Henri de",1724 - 1801,,0,117447749,0,0,http://www.deutsche-biographie.de/pnd117447749.html
"Szilágyi, Jolán",1895 - 1971,,0,140691901,0,0,http://www.deutsche-biographie.de/pnd140691901.html
"Svenbro, Jesper",1944 - ,,0,128553626,0,0,http://www.deutsche-biographie.de/pnd128553626.html
"Sēmitēs, Kōstas",1936 - ,,0,121629678,0,0,http://www.deutsche-biographie.de/pnd121629678.html
"Sève de Rochechouart, Guy de",1724,,0,115389466,0,0,http://www.deutsche-biographie.de/pnd115389466.html
,,,0,,0,0,http://www.deutsche-biographie.de/pnd139406166.html
"Tabassi, Mohamed",1972 - ,,0,13579319X,0,0,http://www.deutsche-biographie.de/pnd13579319X.html
"Suzuki, Zenkō",1911 - 2004,,0,129325783,0,0,http://www.deutsche-biographie.de/pnd129325783.html
"Sölderer, Ossi",1952 - 1978,,0,108473023,1,0,http://www.deutsche-biographie.de/pnd108473023.html
Syrus <Astrologus>,[2. Jh.],,0,102407010,0,0,http://www.deutsche-biographie.de/pnd102407010.html
"Swebelinus, Albertus",[um 1300],,0,104209852,0,0,http://www.deutsche-biographie.de/pnd104209852.html
"Suter, Hugo",1943 bis 2013,,0,119314975,0,0,http://www.deutsche-biographie.de/pnd17427775X.html
"Swedenborg, Emanuel",1688 bis 1772,,0,118620169,1,0,http://www.deutsche-biographie.de/pnd118620169.html
"Székely, Bertalan",1835 - 1910,,0,119479044,0,0,http://www.deutsche-biographie.de/pnd119479044.html
"Svahnström, Bertil",1963,,0,127248412,0,0,http://www.deutsche-biographie.de/pnd127248412.html
"Sänger, Willi",1894 - 1944,,0,1016773307,1,0,http://www.deutsche-biographie.de/pnd1016773307.html
"Szabó, Pál",1893 - 1970,,0,129483990,0,0,http://www.deutsche-biographie.de/pnd129483990.html
"Szyr, Eugeniusz",1915 - 2000,,0,127251340,1,0,http://www.deutsche-biographie.de/pnd127251340.html
"Szentpetery, István",[1651],,0,1016698836,0,0,http://www.deutsche-biographie.de/pnd1016698836.html
,,,0,,0,0,http://www.deutsche-biographie.de/pnd143382527.html
"Suschitzky, Wolfgang",1912 - ,,0,128549467,1,0,http://www.deutsche-biographie.de/pnd128549467.html
,,,0,,0,0,http://www.deutsche-biographie.de/pnd119879727.html
"Szokolay, Sándor",1931 - 2013,,0,130293601,0,0,http://www.deutsche-biographie.de/pnd130293601.html
"Szijj, Ferenc",1958 - ,,0,103304207,0,0,http://www.deutsche-biographie.de/pnd103304207.html
,,,0,,0,0,http://www.deutsche-biographie.de/pnd189427337.html
,,,0,,0,0,http://www.deutsche-biographie.de/pnd119402238.html
,,,0,,0,0,http://www.deutsche-biographie.de/pnd120631903.html
,,,0,,0,0,http://www.deutsche-biographie.de/pnd121465977.html
"Szirmai, István",1961,,0,127388192,0,0,http://www.deutsche-biographie.de/pnd127388192.html
"Sutter, Ulrike",1958 - 1979,,0,1049790758,1,0,http://www.deutsche-biographie.de/pnd1049790758.html
Swartike,[80],,0,1014840759,0,0,http://www.deutsche-biographie.de/pnd1014840759.html
"Sönnichsen, Christian",1953 - ,,0,1012745341,0,0,http://www.deutsche-biographie.de/pnd1012745341.html
"Sösemann, Bernd",1944 - ,,0,11571099X,0,0,http://www.deutsche-biographie.de/pnd11571099X.html
"Sönderup, Friedrich",1819,,0,1049796144,1,0,http://www.deutsche-biographie.de/pnd1049796144.html
"Swinne, Richard",1885 - 1939,,0,11882757X,1,0,http://www.deutsche-biographie.de/pnd11882757X.html
,,,0,,0,0,http://www.deutsche-biographie.de/pnd1026913071.html
"Svoboda, Michael",1960 - ,,0,133642003,0,0,http://www.deutsche-biographie.de/pnd133642003.html
"Szpitter, Hilde",1908 - 1965,,0,1049795091,1,0,http://www.deutsche-biographie.de/pnd1049795091.html
"Sylvius, Johann",1564 - 1638,,0,103106782,0,0,http://www.deutsche-biographie.de/pnd103106782.html
"Syrus, David",1945 - ,,0,134535278,0,0,http://www.deutsche-biographie.de/pnd134535278.html
"Szalai, Júlia",1948 - 2007,,0,142201103,0,0,http://www.deutsche-biographie.de/pnd142201103.html
,,,0,,0,0,http://www.deutsche-biographie.de/pnd121034801.html
Süleyman Paşa,1599[1599],,0,101725172X,0,0,http://www.deutsche-biographie.de/pnd101725172X.html
"Sydow, Johanna von",1850 - ,,0,104456783X,1,0,http://www.deutsche-biographie.de/pnd104456783X.html
"Sziklai, Johann",1947 - ,,0,1044557974,1,0,http://www.deutsche-biographie.de/pnd1044557974.html
"Suska-Zerbes, Peter",1954 - ,,0,140808280,1,0,http://www.deutsche-biographie.de/pnd140808280.html
"Sánchez, Luis Alberto",1900 - 1994,,0,12041967X,0,0,http://www.deutsche-biographie.de/pnd12041967X.html
"Susmann, Walter",1875 - 1920,,0,117382027,0,0,http://www.deutsche-biographie.de/pnd117382027.html
"Sánchez-Terán, Salvador",1934 - ,,0,136176550,0,0,http://www.deutsche-biographie.de/pnd136176550.html
"Sánchez, Tomás",1550 - 1610,,0,118751115,0,0,http://www.deutsche-biographie.de/pnd118751115.html
"Székessy, Zoltán",1899 - 1968,,0,117391638,0,0,http://www.deutsche-biographie.de/pnd117391638.html
"Süffert, Fritz",1922,,0,128346213,0,0,http://www.deutsche-biographie.de/pnd128346213.html
"Svolinský, Karel",1896 - 1986,,0,120903296,1,0,http://www.deutsche-biographie.de/pnd120903296.html
,,,0,,0,0,http://www.deutsche-biographie.de/pnd134633709.html
"Szerdahélyi, György Alajos",1740 - 1808,,0,118162357,0,0,http://www.deutsche-biographie.de/pnd118162357.html
Syrianus <Philosophus>,[5. Jh.],,0,100564712,0,0,http://www.deutsche-biographie.de/pnd100564712.html
"Swidde, Willem",1660 - 1697,,0,139110747,1,0,http://www.deutsche-biographie.de/pnd139110747.html
"Tabbert, Reinbert",1938 - ,,0,129275697,1,0,http://www.deutsche-biographie.de/pnd129275697.html
"Szabó, János",1947 - 1995,,0,118160524,0,0,http://www.deutsche-biographie.de/pnd118160524.html
"Süssmilch, Moritz von",1823 - 1892,,0,127887989,1,0,http://www.deutsche-biographie.de/pnd127887989.html
,,,0,,0,0,http://www.deutsche-biographie.de/pnd119117320.html
"Swosil, Josef",1879[19. Jh.],,0,1046549685,1,0,http://www.deutsche-biographie.de/pnd1046549685.html
"Swank, Christian",1699,,0,1019760486,1,0,http://www.deutsche-biographie.de/pnd1019760486.html
"Suter, Lotta",1952 - ,,0,125001894,0,0,http://www.deutsche-biographie.de/pnd125001894.html
"Szarota, Elida Maria",1904 - 1994,,0,118620320,1,0,http://www.deutsche-biographie.de/pnd118620320.html
"Süskind, Walter",1906 - 1945,,0,189452102,1,0,http://www.deutsche-biographie.de/pnd189452102.html
"Svitlyčnyj, Ivan O.",1929 - 1992,,0,121796841,0,0,http://www.deutsche-biographie.de/pnd121796841.html
"Sötemann, Christian H.",1975 - ,,0,1045184853,0,0,http://www.deutsche-biographie.de/pnd1045184853.html
"Swinka, A.",1821-1824,,0,1050416228,1,0,http://www.deutsche-biographie.de/pnd1050416228.html
"Södergran, Edith",1892 - 1923,,0,118797875,1,0,http://www.deutsche-biographie.de/pnd118797875.html
"Svoboda, Cyril",1956 - ,,0,131993291,0,0,http://www.deutsche-biographie.de/pnd131993291.html
,,,0,,0,0,http://www.deutsche-biographie.de/pnd139747230.html
"Szymanski, Achim",1959 - ,,0,111125731,0,0,http://www.deutsche-biographie.de/pnd111125731.html
"Susteren, Henri-Joseph van",1668 - 1742,,0,1033878669,1,0,http://www.deutsche-biographie.de/pnd1033878669.html
"Szepan, Evelyn",1939 - ,,0,103407119X,0,0,http://www.deutsche-biographie.de/pnd103407119X.html
"Süeß, Joseph Aloys",1777 - [nach 1823],,0,1049788591,0,0,http://www.deutsche-biographie.de/pnd1049788591.html
"Sénac de Meilhan, Gabriel",1736 - 1803,,0,119490560,0,0,http://www.deutsche-biographie.de/pnd119490560.html
"Sánchez Montero, Simón",1915 - ,,0,121044467,0,0,http://www.deutsche-biographie.de/pnd121044467.html
"Sánchez Coello, Alonso",1588,,0,119349485,1,0,http://www.deutsche-biographie.de/pnd119349485.html
"Szabó, István",1938 - ,,0,119160188,1,0,http://www.deutsche-biographie.de/pnd119160188.html
Sābūr Ibn-Sahl,[869],,0,11920519X,0,0,http://www.deutsche-biographie.de/pnd11920519X.html
