markettown,markettownid,state,stateid,latitude,longitude,cityid
Gemuenden,493,Hessen,3,50.966702,8.96667,
Gernsheim,494,Hessen,3,49.75,8.4833298,
Gersfeld,495,Hessen,3,50.450001,9.9166698,
Giessen,496,Hessen,3,50.583302,8.6666698,716
Grebenstein,497,Hessen,3,51.450001,9.4166698,
Grossalmerode,498,Hessen,3,51.25,9.78333,
Grossauheim,499,Hessen,3,50.133301,8.9166698,
Grossenlinden,500,Hessen,3,50.533298,8.6499996,
Gross-Gerau,501,Hessen,3,49.916698,8.5,
Gross-Umstadt,502,Hessen,3,49.866699,8.9333296,
Gruenberg,503,Hessen,3,50.599998,8.9499998,
Grueningen,504,Hessen,3,50.516701,8.6999998,
Gudensberg,505,Hessen,3,51.1833,9.3666697,
Hadamar,506,Hessen,3,50.450001,8.0500002,
Haiger,507,Hessen,3,50.75,8.1999998,
Hanau,508,Hessen,3,50.133301,8.9166698,799
Hatzfeld,509,Hessen,3,51,8.5500002,
Helmarshausen,510,Hessen,3,51.633301,9.4499998,
Heppenheim,511,Hessen,3,49.650002,8.6333303,
Herborn,512,Hessen,3,50.6833,8.3000002,
Herbstein,513,Hessen,3,50.549999,9.3500004,
Hersfeld,514,Hessen,3,50.866699,9.6999998,160
Hessisch-Lichtenau,515,Hessen,3,51.200001,9.71667,
Hirschhorn,516,Hessen,3,49.450001,8.8999996,
Hochheim,517,Hessen,3,50.016701,8.3500004,
Hofgeismar,518,Hessen,3,51.483299,9.3999996,
Hofheim,519,Hessen,3,50.083302,8.4499998,
Homberg/Efze,520,Hessen,3,51.033298,9.3999996,
Homberg/Ohm,521,Hessen,3,50.716702,9,
Huenfeld,522,Hessen,3,50.666698,9.7666702,
Hungen,523,Hessen,3,50.466702,8.8999996,
Idstein,524,Hessen,3,50.216702,8.2666702,
Immenhausen,525,Hessen,3,51.416698,9.5,
Karlshafen,526,Hessen,3,51.633301,9.4499998,
Kassel,527,Hessen,3,51.3167,9.5,910
Kelkheim,528,Hessen,3,50.133301,8.4499998,
Kelsterbach,529,Hessen,3,50.0667,8.53333,
Kirchhain,530,Hessen,3,50.8167,8.9166698,
Königstein,531,Hessen,3,50.1833,8.46667,
Korbach,532,Hessen,3,51.283298,8.8666697,
Kronberg,533,Hessen,3,50.1833,8.5,
Lampertheim,534,Hessen,3,49.616699,8.46667,
Landau,535,Hessen,3,51.383301,9.0166702,
Langen,536,Hessen,3,49.983299,8.6666698,
Laubach,537,Hessen,3,50.533298,8.9833298,
Lauterbach,538,Hessen,3,50.633301,9.3999996,
Lich,539,Hessen,3,50.516701,8.8166704,
Liebenau,540,Hessen,3,51.483299,9.28333,
Limburg,541,Hessen,3,50.383301,8.0666704,
Lindenfels,542,Hessen,3,49.6833,8.78333,
Lorch,543,Hessen,3,50.049999,7.8000002,
Marburg,544,Hessen,3,50.8167,8.7666702,1146
Melsungen,545,Hessen,3,51.133301,9.5500002,
Mengeringhausen,546,Hessen,3,51.383301,9.0166702,
Michelstadt,547,Hessen,3,49.666698,9.03333,1201
Mühlheim,548,Hessen,3,50.116699,8.9166698,
Naumburg,549,Hessen,3,51.25,9.1666698,
Neckarsteinach,550,Hessen,3,49.400002,8.8333302,
Neu-Isenburg,551,Hessen,3,50.049999,8.6999998,
Neukirchen,552,Hessen,3,50.866699,9.3333302,
Neustadt,553,Hessen,3,50.849998,9.1166697,
Nidda,554,Hessen,3,50.416698,9.0166702,
Niedenstein,555,Hessen,3,51.233299,9.3166704,
Oberursel,556,Hessen,3,50.200001,8.5833302,
Offenbach,557,Hessen,3,50.099998,8.7666702,1377
Ortenberg,558,Hessen,3,50.349998,9.0500002,
Pfungstadt,559,Hessen,3,49.799999,9.6000004,
Rauschenberg,560,Hessen,3,50.866699,8.9166698,
Reinheim,561,Hessen,3,49.833302,8.8333302,
Rhoden,562,Hessen,3,51.466702,8.9833298,
Rosenthal,563,Hessen,3,50.966702,8.8666697,
Rotenburg,564,Hessen,3,51,9.7333298,
Rüdesheim,565,Hessen,3,49.983299,7.9333301,
Runkel,566,Hessen,3,50.400002,8.1499996,
Rüsselsheim,567,Hessen,3,50,8.4333296,
Sachsenberg,568,Hessen,3,51.150002,8.8000002,
Sachsenhausen,569,Hessen,3,50.116699,8.6833296,
Salmünster,570,Hessen,3,50.266701,9.3666697,
Schlitz,571,Hessen,3,50.666698,9.5666704,
Schluechtern,572,Hessen,3,50.349998,9.5166702,
Schotten,573,Hessen,3,50.5,9.1166697,
Schwarzenborn,574,Hessen,3,50.916698,9.4333296,
Schweinsberg,575,Hessen,3,50.833302,9.0166702,
Seligenstadt,576,Hessen,3,50.033298,8.96667,
Sontra,577,Hessen,3,51.0667,9.9333296,
Spangenberg,578,Hessen,3,51.116699,9.6666698,
Sprendlingen,579,Hessen,3,49.866699,7.9833298,
Steinau,580,Hessen,3,50.3167,9.46667,
Steinheim,581,Hessen,3,50.133301,8.9166698,
Tann,582,Hessen,3,50.650002,10.0167,
Trendelburg,583,Hessen,3,51.583302,9.4166698,
Treysa,584,Hessen,3,50.9333,9.21667,
Ulrichstein,585,Hessen,3,50.583302,9.1999998,
Usingen,586,Hessen,3,50.333302,8.53333,
Viernheim,587,Hessen,3,49.549999,8.5833302,
Volkmarsen,588,Hessen,3,51.383301,9.1166697,
Wächstersbach,589,Hessen,3,50.266701,9.3000002,
Waldeck,590,Hessen,3,51.200001,9.0666704,
Waldkappel,591,Hessen,3,51.150002,9.8833303,
Wanfried,592,Hessen,3,51.1833,10.1667,
Weilburg,593,Hessen,3,50.483299,8.25,
Wetter,594,Hessen,3,50.883301,8.71667,
Wetzlar,595,Hessen,3,50.5667,8.5,2139
Wiesbaden,596,Hessen,3,50.083302,8.25,2145
Wiesbaden-Biebrich,597,Hessen,3,50.083302,8.25,2145
Windecken,598,Hessen,3,50.25,8.8999996,
Witzenhausen,599,Hessen,3,51.349998,9.8500004,
Wolfhagen,600,Hessen,3,51.3167,9.1666698,
Ziegenhain,601,Hessen,3,50.9333,9.21667,
Zierenberg,602,Hessen,3,51.366699,9.3166704,
Zueschen,603,Hessen,3,51.133301,9.28333,
Zwingenberg,604,Hessen,3,49.716702,8.6166697,
Aachen,605,Rheinland,4,50.766701,6.0999999,3
Alsdorf,606,Rheinland,4,50.883301,6.1666698,
Angermund,607,Rheinland,4,51.333302,6.78333,
Bad Godesberg,608,Rheinland,4,50.533298,7.25,
Bad Honnef,609,Rheinland,4,50.650002,7.2333298,
Bedburg,610,Rheinland,4,51,6.5666699,
Bensberg,611,Rheinland,4,50.966702,7.1500001,
Bergheim,612,Rheinland,4,50.966702,6.6500001,
Bergisch Gladbach,613,Rheinland,4,51,7.1333299,
Bergisch Neukirchen,614,Rheinland,4,51.083302,7.03333,
Bergneustadt,615,Rheinland,4,51.033298,7.6500001,
Blankenberg,616,Rheinland,4,50.766701,7.3833299,
Bonn,617,Rheinland,4,50.733299,7.0999999,273
Bruehl,618,Rheinland,4,50.833302,6.9000001,
Burg a.d Wupper,619,Rheinland,4,51.133301,7.1500001,
Burscheid,620,Rheinland,4,51.099998,7.1166701,335
Dinslaken,621,Rheinland,4,51.5667,6.7333298,
Duelken,622,Rheinland,4,51.266701,6.4000001,
Dueren,623,Rheinland,4,50.799999,6.4833298,582
Duesseldorf,624,Rheinland,4,51.233299,6.78333,583
Duesseldorf-Gerresheim,625,Rheinland,4,51.233299,6.8666701,583
Duesseldorf-Kaiserswerth,626,Rheinland,4,51.299999,6.7333298,583
Duisburg,627,Rheinland,4,51.4333,6.75,584
Duisburg-Hamborn,628,Rheinland,4,51.5,6.78333,584
Duisburg-Meiderich,629,Rheinland,4,51.4333,6.75,584
Duisburg-Ruhrort,630,Rheinland,4,51.4333,6.7666702,584
Emmerich,631,Rheinland,4,51.833302,6.25,619
Erkelenz,632,Rheinland,4,51.083302,6.3166699,
Eschweiler,633,Rheinland,4,50.8167,6.28333,629
Essen,634,Rheinland,4,51.450001,7.0166702,630
Essen-Steele,635,Rheinland,4,51.450001,7.0833302,630
Essen-Werden,636,Rheinland,4,51.383301,7,2134
Euskirchen,637,Rheinland,4,50.666698,6.8000002,
Geilenkirchen,638,Rheinland,4,50.966702,6.1166701,
Geldern,639,Rheinland,4,51.516701,6.3333302,
Gemuend,640,Rheinland,4,50.5667,6.5,
Goch,641,Rheinland,4,51.6833,6.1666698,
Grevenbroich,642,Rheinland,4,51.083302,6.5833302,
Gummersbach,643,Rheinland,4,51.033298,7.5666699,
Haan,644,Rheinland,4,51.200001,7.0166702,
Heiligenhaus,645,Rheinland,4,51.3167,6.96667,
Heinsberg,646,Rheinland,4,51.0667,6.0999999,
Herzogenrath,647,Rheinland,4,50.866699,6.0999999,
Hilden,648,Rheinland,4,51.166698,6.9333301,
Hitdorf,649,Rheinland,4,51.0667,6.9166698,
Homberg,650,Rheinland,4,51.450001,6.71667,
Hueckeswagen,651,Rheinland,4,51.150002,7.3499999,839
Isselburg,652,Rheinland,4,51.833302,6.46667,
Juelich,653,Rheinland,4,50.916698,6.3499999,
Kaldenkirchen,654,Rheinland,4,51.3167,6.1833301,
Kalkar,655,Rheinland,4,51.733299,6.3000002,
Kamp-Lintfort,656,Rheinland,4,51.5,6.53333,
Kaster,657,Rheinland,4,51,6.5666699,
Kempen,658,Rheinland,4,51.366699,6.4166698,
Kerpen,659,Rheinland,4,50.866699,6.6999998,
Kettwig,660,Rheinland,4,51.366699,6.9333301,
Kevelaer,661,Rheinland,4,51.583302,6.25,
Kleve,662,Rheinland,4,51.783298,6.1333299,937
Koeln,663,Rheinland,4,50.950001,6.96667,942
Koeln-Deutz,664,Rheinland,4,50.9333,6.9833298,942
Koeln-Kalk,665,Rheinland,4,50.9333,7.0166702,942
Koeln-Mülheim,666,Rheinland,4,50.966702,7,942
Koenigswinter,667,Rheinland,4,50.6833,7.1833301,943
Krefeld,668,Rheinland,4,51.333302,6.5666699,969
Langenberg,669,Rheinland,4,51.333302,7.1166701,
Langenfeld,670,Rheinland,4,51.116699,6.9499998,
Lechenich,671,Rheinland,4,50.799999,6.7666702,
Leichlingen,672,Rheinland,4,51.116699,7.0166702,
Leverkusen,673,Rheinland,4,51.033298,6.9833298,
Linnich,674,Rheinland,4,50.983299,6.2666702,
Meckenheim,675,Rheinland,4,50.633301,7.0166702,
Mettmann,676,Rheinland,4,51.25,6.96667,1195
Moenchengladbach,677,Rheinland,4,51.200001,6.4333301,
Moers,678,Rheinland,4,51.466702,6.6166701,
Monschau,679,Rheinland,4,50.549999,6.25,
Muelheim a.d. Ruhr,680,Rheinland,4,51.4333,6.8833299,1281
Muenstereifel,681,Rheinland,4,50.549999,6.7666702,
Adenau,682,Rheinland-Pfalz,5,50.383301,6.9333301,
Ahrweiler,683,Rheinland-Pfalz,5,50.549999,7.1166701,
Altenkirchen,684,Rheinland-Pfalz,5,50.6833,7.6500001,
Alzey,685,Rheinland-Pfalz,5,49.75,8.1166697,
Andernach,686,Rheinland-Pfalz,5,50.4333,7.4000001,77
Annweiler,687,Rheinland-Pfalz,5,49.200001,7.96667,
Bacharach,688,Rheinland-Pfalz,5,50.0667,7.5999999,
Bad Duerkheim,689,Rheinland-Pfalz,5,49.466702,8.1666698,
Bad Ems,690,Rheinland-Pfalz,5,50.333302,7.71667,
Bad Kreuznach,691,Rheinland-Pfalz,5,49.849998,7.8666701,162
Bad Neuenahr,692,Rheinland-Pfalz,5,50.549999,7.1166701,
Baumholder,693,Rheinland-Pfalz,5,49.616699,7.3333302,
Bendorf,694,Rheinland-Pfalz,5,50.4333,7.5666699,
Bergzabern,695,Rheinland-Pfalz,5,49.099998,8,
Bernkastel-Cues,696,Rheinland-Pfalz,5,49.916698,7.0666699,
Betzdorf,697,Rheinland-Pfalz,5,50.783298,7.8666701,
Bingen,698,Rheinland-Pfalz,5,49.966702,7.9000001,253
Birkenfeld,699,Rheinland-Pfalz,5,49.650002,7.1833301,
Bitburg,700,Rheinland-Pfalz,5,49.799999,6.53333,
Boppard,701,Rheinland-Pfalz,5,50.233299,7.5833302,
Braubach,702,Rheinland-Pfalz,5,50.266701,7.6500001,
Cochem,703,Rheinland-Pfalz,5,50.150002,7.1666698,
Daun,704,Rheinland-Pfalz,5,50.200001,6.8333302,
Deidesheim,705,Rheinland-Pfalz,5,49.383301,8.1833296,
Dierdorf,706,Rheinland-Pfalz,5,50.549999,7.6666698,
Diez,707,Rheinland-Pfalz,5,50.366699,8.0166702,
Edenkoben,708,Rheinland-Pfalz,5,49.283298,8.1333303,
Engers,709,Rheinland-Pfalz,5,50.416698,7.53333,
Frankenthal,710,Rheinland-Pfalz,5,49.533298,8.3500004,676
Gau-Algesheim,711,Rheinland-Pfalz,5,49.950001,8.0166702,
Germersheim,712,Rheinland-Pfalz,5,49.216702,8.3666697,
Gerolstein,713,Rheinland-Pfalz,5,50.216702,6.6666698,
Gruenstadt,714,Rheinland-Pfalz,5,49.5667,8.1666698,
Hachenburg,715,Rheinland-Pfalz,5,50.666698,7.8166699,
Hoehr-Grenzhausen,716,Rheinland-Pfalz,5,50.4333,7.6666698,
Hornbach,717,Rheinland-Pfalz,5,49.1833,7.3666701,
Idar-Oberstein,718,Rheinland-Pfalz,5,49.700001,7.3333302,
Ingelheim,719,Rheinland-Pfalz,5,49.966702,8.0500002,
Kaiserslautern,720,Rheinland-Pfalz,5,49.450001,7.7666702,893
Kandel,721,Rheinland-Pfalz,5,49.083302,8.1999998,
Kaub,722,Rheinland-Pfalz,5,50.083302,7.7666702,
Kirchberg,723,Rheinland-Pfalz,5,49.950001,7.4000001,
Kirchheimbolanden,724,Rheinland-Pfalz,5,49.666698,8.0166702,
Kirn,725,Rheinland-Pfalz,5,49.783298,7.4499998,
Koblenz,726,Rheinland-Pfalz,5,50.366699,7.5999999,941
Konz,727,Rheinland-Pfalz,5,49.700001,6.5833302,
Kusel,728,Rheinland-Pfalz,5,49.533298,7.4000001,
Kyllburg,729,Rheinland-Pfalz,5,50.049999,6.5999999,
Lambrecht,730,Rheinland-Pfalz,5,49.383301,8.0833302,
Landau,731,Rheinland-Pfalz,5,49.200001,8.1166697,1005
Landstuhl,732,Rheinland-Pfalz,5,49.416698,7.5666699,
Lauterecken,733,Rheinland-Pfalz,5,49.5667,7.5999999,
Linz,734,Rheinland-Pfalz,5,50.5667,7.28333,
Ludwigshafen,735,Rheinland-Pfalz,5,49.483299,8.4333296,
Ludwigshafen-Oggersheim,736,Rheinland-Pfalz,5,49.483299,8.4333296,
Ludwigshafen-Oppau-Edigheim,737,Rheinland-Pfalz,5,49.483299,8.4333296,
Mainz,738,Rheinland-Pfalz,5,50,8.2666702,1128
Marienberg,739,Rheinland-Pfalz,5,50.650002,7.9499998,
Mayen,740,Rheinland-Pfalz,5,50.333302,7.21667,
Meisenheim,741,Rheinland-Pfalz,5,49.716702,7.6666698,
Montabaur,742,Rheinland-Pfalz,5,50.4333,7.8333302,
Nassau,743,Rheinland-Pfalz,5,50.3167,7.8000002,
Nastaetten,744,Rheinland-Pfalz,5,50.200001,7.8666701,
Neuerburg,745,Rheinland-Pfalz,5,50.016701,6.3000002,
Neustadt,746,Rheinland-Pfalz,5,49.349998,8.1499996,
Neuwied,747,Rheinland-Pfalz,5,50.4333,7.46667,1316
Niederlahnstein,748,Rheinland-Pfalz,5,50.299999,7.5999999,
Niedermendig,749,Rheinland-Pfalz,5,50.366699,7.28333,
Oberlahnstein,750,Rheinland-Pfalz,5,50.299999,7.5999999,
Obermoschel,751,Rheinland-Pfalz,5,49.733299,7.7666702,
Oberwesel,752,Rheinland-Pfalz,5,50.116699,7.71667,
Oppenheim,753,Rheinland-Pfalz,5,49.849998,8.3666697,1394
Otterberg,754,Rheinland-Pfalz,5,49.5,7.7666702,
Pfeddersheim,755,Rheinland-Pfalz,5,49.633301,8.3666697,
Pirmasens,756,Rheinland-Pfalz,5,49.200001,7.5999999,1489
Pruem,757,Rheinland-Pfalz,5,50.200001,6.4166698,
Remagen,758,Rheinland-Pfalz,5,50.583302,7.2333298,
Rockenhausen,759,Rheinland-Pfalz,5,49.633301,7.8166699,
Saarburg,760,Rheinland-Pfalz,5,49.616699,6.5500002,
Schifferstadt,761,Rheinland-Pfalz,5,49.383301,8.3833303,
Simmern,762,Rheinland-Pfalz,5,49.983299,7.5166702,
Sinzig,763,Rheinland-Pfalz,5,50.549999,7.25,
Sobernheim,764,Rheinland-Pfalz,5,49.783298,7.6500001,
Speyer,765,Rheinland-Pfalz,5,49.3167,8.4333296,1792
St. Goar,766,Rheinland-Pfalz,5,50.150002,7.71667,
St. Goarshausen,767,Rheinland-Pfalz,5,50.150002,7.71667,
Stromberg,768,Rheinland-Pfalz,5,49.950001,7.78333,
Traben-Trarbach,769,Rheinland-Pfalz,5,49.950001,7.1999998,
Trier,770,Rheinland-Pfalz,5,49.75,6.6333299,1962
Unkel,771,Rheinland-Pfalz,5,50.599998,7.21667,
Vallendar,772,Rheinland-Pfalz,5,50.400002,7.6166701,
Wachenheim,773,Rheinland-Pfalz,5,49.4333,8.1833296,
Westerburg,774,Rheinland-Pfalz,5,50.5667,7.96667,
Wittlich,775,Rheinland-Pfalz,5,49.983299,6.8833299,
Wolfstein,776,Rheinland-Pfalz,5,49.583302,7.5999999,
Worms,777,Rheinland-Pfalz,5,49.466702,8.3666697,2161
Zell,778,Rheinland-Pfalz,5,50.033298,7.1833301,
Zweibruecken,779,Rheinland-Pfalz,5,49.25,7.3666701,2202
Alt-Saarbruecken,780,Saarland,6,49.233299,7,1648
Blieskastel,781,Saarland,6,49.233299,7.25,
Dillingen,782,Saarland,6,49.349998,6.7333298,
Dudweiler,783,Saarland,6,49.233299,7,
Homburg,784,Saarland,6,49.233299,7.3333302,
Merzig,785,Saarland,6,49.450001,6.6166701,
Neunkirchen,786,Saarland,6,49.349998,7.1666698,
Ottweiler,787,Saarland,6,49.366699,7.1666698,
Saarbruecken,788,Saarland,6,49.233299,7,1648
"Saarbruecken, Malstatt-Burbach",789,Saarland,6,49.233299,7,1648
"Saarbruecken, St. Johann",790,Saarland,6,49.233299,7,1648
Saarlouis,791,Saarland,6,49.3167,6.75,1649
St. Ingbert,792,Saarland,6,49.299999,7.1166701,
St. Wendel,793,Saarland,6,49.466702,7.1666698,
Sulzbach,794,Saarland,6,49.283298,7.0666699,
Voelklingen,795,Saarland,6,49.25,6.8333302,
Aalen,796,Wuerttemberg,7,48.833302,10.1,
Alpirsbach,797,Wuerttemberg,7,48.349998,8.3999996,
Altensteig-Stadt,798,Wuerttemberg,7,48.583302,8.6000004,
Asperg,799,Wuerttemberg,7,48.900002,9.1333303,
Aulendorf,800,Wuerttemberg,7,47.950001,9.6333303,
Backnang,801,Wuerttemberg,7,48.950001,9.4333296,
Bad Friedrichshall,802,Wuerttemberg,7,49.233299,9.21667,
Bad Liebenzell,803,Wuerttemberg,7,48.766701,8.7333298,
Bad Mergentheim,804,Wuerttemberg,7,49.5,9.7666702,
Bad Wimpfen,805,Wuerttemberg,7,49.233299,9.1666698,
Balingen,806,Wuerttemberg,7,48.266701,8.8500004,
Bartenstein,807,Wuerttemberg,7,49.349998,9.9833298,
Beilstein,808,Wuerttemberg,7,49.033298,9.3166704,
Berneck,809,Wuerttemberg,7,48.583302,8.6000004,
Besigheim,810,Wuerttemberg,7,49,9.1333303,
Biberach,811,Wuerttemberg,7,48.099998,9.78333,245
Bietigheim,812,Wuerttemberg,7,48.966702,9.1333303,
Binsdorf,813,Wuerttemberg,7,48.283298,8.8166704,
Blaubeuren,814,Wuerttemberg,7,48.416698,9.78333,
Boeblingen,815,Wuerttemberg,7,48.6833,9.0166702,
Boennigheim,816,Wuerttemberg,7,49.033298,9.1000004,
Bopfingen,817,Wuerttemberg,7,48.849998,10.35,
Brackenheim,818,Wuerttemberg,7,49.083302,9.0666704,
Buchau,819,Wuerttemberg,7,48.0667,9.6166697,
Calw,820,Wuerttemberg,7,48.716702,8.7333298,
Crailsheim,821,Wuerttemberg,7,49.133301,10.0667,
Creglingen,822,Wuerttemberg,7,49.466702,10.0333,
Dornhan,823,Wuerttemberg,7,48.349998,8.5166702,
Dornstetten,824,Wuerttemberg,7,48.466702,8.5,
Ebingen,825,Wuerttemberg,7,48.216702,9.0166702,
Ehingen/Donau,826,Wuerttemberg,7,48.283298,9.71667,
Eislingen/Fils,827,Wuerttemberg,7,48.700001,9.6999998,
Ellwangen/Jagst,828,Wuerttemberg,7,48.966702,10.1333,
Esslingen/Neckar,829,Wuerttemberg,7,48.733299,9.3166704,631
Fellbach,830,Wuerttemberg,7,48.8167,9.28333,
Forchtenberg,831,Wuerttemberg,7,49.283298,9.5666704,
Freudenstadt,832,Wuerttemberg,7,48.466702,8.4166698,
Fridingen/Donau,833,Wuerttemberg,7,48.016701,8.9333296,
Friedrichshafen,834,Wuerttemberg,7,47.650002,9.4833298,
Gaildorf,835,Wuerttemberg,7,49,9.7666702,
Gammertingen,836,Wuerttemberg,7,48.25,9.21667,
Geislingen/Steige,837,Wuerttemberg,7,48.283298,8.8166704,
Gerabronn,838,Wuerttemberg,7,49.25,9.9166698,
Gerlingen,839,Wuerttemberg,7,48.799999,9.0666704,
Giengen/Brenz,840,Wuerttemberg,7,48.616699,10.25,
Goeppingen,841,Wuerttemberg,7,48.700001,9.6499996,734
Groetzingen,842,Wuerttemberg,7,48.616699,9.2333298,
Grossbottwar,843,Wuerttemberg,7,49,9.3000002,
Grosssachsenheim,844,Wuerttemberg,7,48.966702,9.0666704,
Gueglingen,845,Wuerttemberg,7,49.0667,9,
Gundelsheim,846,Wuerttemberg,7,49.283298,9.1666698,
Haigerloch,847,Wuerttemberg,7,48.366699,8.8000002,
Haiterbach,848,Wuerttemberg,7,48.516701,8.6499996,
Hayingen,849,Wuerttemberg,7,48.283298,9.4833298,
Hechingen,850,Wuerttemberg,7,48.349998,8.96667,
Heidenheim,851,Wuerttemberg,7,48.6833,10.15,
Heilbronn,852,Wuerttemberg,7,49.150002,9.21667,814
Heimsheim,853,Wuerttemberg,7,48.799999,8.8666697,
Herrenalb,854,Wuerttemberg,7,48.799999,8.4333296,
Herrenberg,855,Wuerttemberg,7,48.599998,8.8666697,
Hettingen,856,Wuerttemberg,7,48.216702,9.2333298,
Heubach,857,Wuerttemberg,7,48.783298,9.9333296,
Horb/Neckar,858,Wuerttemberg,7,48.450001,8.6833296,
Ilshofen,859,Wuerttemberg,7,49.166698,9.9166698,
Ingelfingen,860,Wuerttemberg,7,49.299999,9.6499996,
Isny,861,Wuerttemberg,7,47.700001,10.0333,
Kirchberg/Jagst,862,Wuerttemberg,7,49.200001,9.9833298,
Kirchheim unter Teck,863,Wuerttemberg,7,48.650002,9.4499998,
Kleingartach,864,Wuerttemberg,7,49.133301,8.9166698,
Knittlingen,865,Wuerttemberg,7,49.016701,8.75,
Korntal,866,Wuerttemberg,7,48.833302,9.1166697,
Kornwestheim,867,Wuerttemberg,7,48.866699,9.1833296,
Kuenzelsau,868,Wuerttemberg,7,49.283298,9.6833296,
Laichingen,869,Wuerttemberg,7,48.483299,9.6833296,
Langenau,870,Wuerttemberg,7,48.5,10.1167,
Langenburg,871,Wuerttemberg,7,49.25,9.8500004,
Lauchheim,872,Wuerttemberg,7,48.866699,10.25,
Lauffen/Neckar,873,Wuerttemberg,7,49.083302,9.1499996,
Laupheim,874,Wuerttemberg,7,48.233299,9.8833303,
Leonberg,875,Wuerttemberg,7,48.799999,9.0166702,
Leutkirch,876,Wuerttemberg,7,47.833302,10.0167,
Loewenstein,877,Wuerttemberg,7,49.099998,9.3833303,
Lorch,878,Wuerttemberg,7,48.799999,9.6833296,
Ludwigsburg,879,Wuerttemberg,7,48.900002,9.1999998,1104
Marbach/Neckar,880,Wuerttemberg,7,48.9333,9.25,
Markgroeningen,881,Wuerttemberg,7,48.900002,9.0833302,
Maulbronn,882,Wuerttemberg,7,49,8.8166704,
Mengen,883,Wuerttemberg,7,48.049999,9.3333302,
Metzingen,884,Wuerttemberg,7,48.533298,9.28333,
Moeckmuehl,885,Wuerttemberg,7,49.3167,9.3500004,
Muehlacker,886,Wuerttemberg,7,48.950001,8.8333302,
Muehlheim/Donau,887,Wuerttemberg,7,48.033298,8.8833303,
Muensingen,888,Wuerttemberg,7,48.416698,9.5,
Munderkingen,889,Wuerttemberg,7,48.233299,9.6499996,
Murrhardt,890,Wuerttemberg,7,48.983299,9.5833302,
Nagold,891,Wuerttemberg,7,48.549999,8.7333298,
Neckarsulm,892,Wuerttemberg,7,49.1833,9.2333298,
Neresheim,893,Wuerttemberg,7,48.75,10.3333,
Neubulach,894,Wuerttemberg,7,48.666698,8.6999998,
Neuenbuerg,895,Wuerttemberg,7,48.849998,8.5833302,
Neuenstadt/Kocher,896,Wuerttemberg,7,49.233299,9.3333302,
Neuenstein,897,Wuerttemberg,7,49.200001,9.5833302,
Neuffen,898,Wuerttemberg,7,48.549999,9.3833303,
Niedernhall,899,Wuerttemberg,7,49.299999,9.6166697,
Niederstetten,900,Wuerttemberg,7,49.400002,9.9166698,
Niederstotzingen,901,Wuerttemberg,7,48.533298,10.2333,
Nuertingen,902,Wuerttemberg,7,48.633301,9.3333302,
Oberndorf,903,Wuerttemberg,7,48.283298,8.5666704,
Oberriexingen,904,Wuerttemberg,7,48.9333,9.03333,
Ochsenhausen,905,Wuerttemberg,7,48.0667,9.9499998,
Oehringen,906,Wuerttemberg,7,49.200001,9.5,
Owen,907,Wuerttemberg,7,48.583302,9.4499998,
Pfullingen,908,Wuerttemberg,7,48.466702,9.2333298,
Plochingen,909,Wuerttemberg,7,48.716702,9.4166698,
Ravensburg,910,Wuerttemberg,7,47.783298,9.6166697,1574
Reutlingen,911,Wuerttemberg,7,48.483299,9.21667,1592
Riedlingen,912,Wuerttemberg,7,48.150002,9.46667,
Rosenfeld,913,Wuerttemberg,7,48.283298,8.71667,
Rottenburg,914,Wuerttemberg,7,48.483299,8.9333296,1628
Rottweil,915,Wuerttemberg,7,48.166698,8.6166697,
Saulgau,916,Wuerttemberg,7,48.016701,9.5,
Scheer,917,Wuerttemberg,7,48.0667,9.3000002,
Schelklingen,918,Wuerttemberg,7,48.383301,9.7333298,
Schoemberg,919,Wuerttemberg,7,48.216702,8.7666702,
Schorndorf,920,Wuerttemberg,7,48.799999,9.53333,1704
Schramberg,921,Wuerttemberg,7,48.233299,8.3833303,
Schussenried,922,Wuerttemberg,7,48,9.6666698,
Schwaebisch Gmuend,923,Wuerttemberg,7,48.799999,9.8000002,1706
Schwaebisch Hall,924,Wuerttemberg,7,49.116699,9.7333298,1707
Schwaigern,925,Wuerttemberg,7,49.133301,9.0500002,
Schwenningen/Neckar,926,Wuerttemberg,7,48.0667,8.46667,
Sigmaringen,927,Wuerttemberg,7,48.083302,9.21667,
Sindelfingen,928,Wuerttemberg,7,48.716702,9,
Sindringen,929,Wuerttemberg,7,49.283298,9.5666704,
Spaichingen,930,Wuerttemberg,7,48.083302,8.7333298,
Steinheim/Murr,931,Wuerttemberg,7,48.966702,9.28333,
Stuttgart,932,Wuerttemberg,7,48.783298,9.1833296,1849
Stuttgart-Bad Cannstatt,933,Wuerttemberg,7,48.799999,9.21667,1849
Stuttgart-Feuerbach,934,Wuerttemberg,7,48.8167,9.1499996,1849
Stuttgart-Zuffenhausen,935,Wuerttemberg,7,48.833302,9.1666698,1849
Sulz,936,Wuerttemberg,7,48.366699,8.6333303,
Tailfingen,937,Wuerttemberg,7,48.25,9.0166702,
Tettnang,938,Wuerttemberg,7,47.666698,9.5833302,
Trochtelfingen,939,Wuerttemberg,7,48.299999,9.25,
Trossingen,940,Wuerttemberg,7,48.083302,8.6333303,
Tuebingen,941,Wuerttemberg,7,48.516701,9.0500002,1973
Tuttlingen,942,Wuerttemberg,7,47.983299,8.8166704,
Ulm,943,Wuerttemberg,7,48.400002,9.9833298,1990
