markettown,markettownid,state,stateid,latitude,longitude,cityid
Muehltroff,1409,Sachsen,10,50.533298,11.9333,
Mutzschen,1410,Sachsen,10,51.266701,12.9,
Mylau,1411,Sachsen,10,50.616699,12.2667,
Naunhof,1412,Sachsen,10,51.283298,12.5833,
Nerchau,1413,Sachsen,10,51.266701,12.75,
Netzschkau,1414,Sachsen,10,50.616699,12.25,
Neugersdorf,1415,Sachsen,10,50.983299,14.6167,
Neusalza-Spremberg,1416,Sachsen,10,51.033298,14.5333,
Neustadt,1417,Sachsen,10,50.466702,12.3333,
Neustaedtel,1418,Sachsen,10,50.599998,12.65,
Nossen,1419,Sachsen,10,51.049999,13.3,
Oberfrohna,1420,Sachsen,10,50.866699,12.75,
Oberlungwitz,1421,Sachsen,10,50.783298,12.7167,
Oberwiesenthal,1422,Sachsen,10,50.416698,12.9667,
Oederan,1423,Sachsen,10,50.866699,13.1667,
Oelsnitz i. Erzgeb.,1424,Sachsen,10,50.716702,12.7,
Oelsnitz i. V.,1425,Sachsen,10,50.416698,12.1667,
Olbernhau,1426,Sachsen,10,50.666698,13.3333,
Oschatz,1427,Sachsen,10,51.299999,13.1,
Ostritz,1428,Sachsen,10,51.016701,14.9333,
Pausa,1429,Sachsen,10,50.5667,11.9833,
Pegau,1430,Sachsen,10,51.166698,12.25,
Penig,1431,Sachsen,10,50.9333,12.7,
Pirna,1432,Sachsen,10,50.966702,13.9333,1490
Planitz,1433,Sachsen,10,50.700001,12.4667,
Plauen,1434,Sachsen,10,50.5,12.1333,1499
Pulsnitz,1435,Sachsen,10,51.1833,14.0167,
Rabenau,1436,Sachsen,10,50.966702,13.6333,
Radeberg,1437,Sachsen,10,51.116699,13.9167,
Radebeul,1438,Sachsen,10,51.099998,13.6667,
Radeburg,1439,Sachsen,10,51.216702,13.7333,
Regis-Breitingen,1440,Sachsen,10,51.083302,12.45,
Reichenbach i. V.,1441,Sachsen,10,50.616699,12.3,1582
Riesa,1442,Sachsen,10,51.299999,13.3,
Rochlitz,1443,Sachsen,10,51.049999,12.8,1610
Rodewisch,1444,Sachsen,10,50.516701,12.4167,
Roetha,1445,Sachsen,10,51.200001,12.4167,
Rosswein,1446,Sachsen,10,51.0667,13.1833,
Sayda,1447,Sachsen,10,50.716702,13.4167,
Bad Schandau,1448,Sachsen,10,50.916698,14.15,
Scheibenberg,1449,Sachsen,10,50.533298,12.9167,
Schirgiswalde,1450,Sachsen,10,51.0667,14.4333,
Schlettau,1451,Sachsen,10,50.5667,12.95,
Schneeberg,1452,Sachsen,10,50.599998,12.65,1702
Schoeneck,1453,Sachsen,10,50.366699,12.3167,
Schwarzenberg i. Erzgeb.,1454,Sachsen,10,50.549999,12.7833,
Sebnitz,1455,Sachsen,10,50.966702,14.2833,
Siebenlehn,1456,Sachsen,10,51.033298,13.3167,
Siegmar-Schoenau,1457,Sachsen,10,50.8167,12.85,
Stollberg,1458,Sachsen,10,50.700001,12.7833,
Stolpen,1459,Sachsen,10,51.049999,14.0833,
Strehla,1460,Sachsen,10,51.349998,13.2333,
Taucha,1461,Sachsen,10,51.383301,12.5,
Thalheim i. Erzgeb.,1462,Sachsen,10,50.700001,12.85,
Tharandt,1463,Sachsen,10,50.983299,13.5833,
Thum,1464,Sachsen,10,50.666698,12.95,
Trebsen,1465,Sachsen,10,51.283298,12.75,
Treuen i. V.,1466,Sachsen,10,50.549999,12.3,
Unterwiesenthal,1467,Sachsen,10,50.416698,12.9667,
Waldenburg,1468,Sachsen,10,50.883301,12.6,
Waldheim,1469,Sachsen,10,51.0667,13.0167,
Wehlen,1470,Sachsen,10,50.950001,14.0333,
Weissenberg,1471,Sachsen,10,51.200001,14.6667,
Werdau,1472,Sachsen,10,50.733299,12.3833,
Wildenfels,1473,Sachsen,10,50.650002,12.5833,
Wilkau-Hasslau,1474,Sachsen,10,50.666698,12.5167,
Wilsdruff,1475,Sachsen,10,51.049999,13.5333,
Wolkenstein,1476,Sachsen,10,50.650002,13.0667,
Wurzen,1477,Sachsen,10,51.366699,12.7167,
Zittau,1478,Sachsen,10,50.900002,14.8,2191
Zoeblitz,1479,Sachsen,10,50.650002,13.2333,
Zschopau,1480,Sachsen,10,50.75,13.0667,
Zwenkau,1481,Sachsen,10,51.216702,12.3167,
Zwickau,1482,Sachsen,10,50.716702,12.5,2203
Zwoenitz,1483,Sachsen,10,50.799999,12.8167,
Allstedt,1484,Thueringen,11,51.400002,11.3833,
Altenburg,1485,Thueringen,11,50.983299,12.4333,65
Apolda,1486,Thueringen,11,51.016701,11.5167,
Arnstadt,1487,Thueringen,11,50.833302,10.95,
Auma,1488,Thueringen,11,50.700001,11.9,
Berga a. d. Elster,1489,Thueringen,11,50.75,12.1667,
Bad Berka,1490,Thueringen,11,50.900002,11.2833,
Berka a. d. Werra,1491,Thueringen,11,50.9333,10.0667,
Bad Blankenburg,1492,Thueringen,11,50.6833,11.2667,
Blankenhain,1493,Thueringen,11,50.866699,11.35,
Buergel,1494,Thueringen,11,50.9333,11.75,
Buttelstedt,1495,Thueringen,11,51.0667,11.3333,
Buttstaedt,1496,Thueringen,11,51.116699,11.4167,
Camburg,1497,Thueringen,11,51.049999,11.7,
Clingen,1498,Thueringen,11,51.216702,10.9333,
Creuzburg,1499,Thueringen,11,51.049999,10.25,
Dornburg,1500,Thueringen,11,51,11.6667,
Ebeleben,1501,Thueringen,11,51.283298,10.7333,
Eisenach,1502,Thueringen,11,50.966702,10.3167,601
Eisenberg,1503,Thueringen,11,50.966702,11.9,
Eisfeld,1504,Thueringen,11,50.416698,10.9167,
Bad Frankenhausen,1505,Thueringen,11,51.349998,11.1,
Friedrichroda,1506,Thueringen,11,50.866699,10.5667,
Gehren,1507,Thueringen,11,50.650002,11,
Geisa,1508,Thueringen,11,50.716702,9.96667,
Gera,1509,Thueringen,11,50.883301,12.0833,710
Goessnitz,1510,Thueringen,11,50.883301,12.4333,
Gotha,1511,Thueringen,11,50.950001,10.7167,746
Graefenthal,1512,Thueringen,11,50.533298,11.3,
Greiz,1513,Thueringen,11,50.650002,12.2,
Greussen,1514,Thueringen,11,51.233299,10.95,
Grossbreitenbach,1515,Thueringen,11,50.583302,11.0167,
Grossenehrich,1516,Thueringen,11,51.25,10.8333,
Heldburg,1517,Thueringen,11,50.283298,10.7333,
Hildburghausen,1518,Thueringen,11,50.4333,10.7333,
Hirschberg,1519,Thueringen,11,50.400002,11.8167,
Hohenleuben,1520,Thueringen,11,50.716702,12.05,
Ilmenau,1521,Thueringen,11,51.6833,10.9167,
Jena,1522,Thueringen,11,50.9333,11.5833,850
Kahla,1523,Thueringen,11,50.799999,11.5833,
Kaltennordheim,1524,Thueringen,11,50.633301,10,
Koenigsee,1525,Thueringen,11,50.666698,11.1,
Bad Koestritz,1526,Thueringen,11,50.9333,12.0167,
Kranichfeld,1527,Thueringen,11,50.849998,11.2,
Langenberg,1528,Thueringen,11,50.883301,12.0833,
Langewiesen,1529,Thueringen,11,50.666698,10.9667,
Lehesten,1530,Thueringen,11,50.466702,11.45,
Leutenberg,1531,Thueringen,11,50.549999,11.45,
Lobeda,1532,Thueringen,11,50.883301,11.6167,
Lobenstein,1533,Thueringen,11,50.450001,11.65,
Lucka,1534,Thueringen,11,51.099998,12.3333,
Magdala,1535,Thueringen,11,50.900002,11.45,
Meiningen,1536,Thueringen,11,50.5667,10.4167,1180
Meuselwitz,1537,Thueringen,11,51.049999,12.3,
Muenchenbernsdorf,1538,Thueringen,11,50.8167,11.9333,
Neuhaus am Rennweg,1539,Thueringen,11,50.516701,11.15,
Neumark,1540,Thueringen,11,51.083302,11.25,
Neustadt,1541,Thueringen,11,50.733299,11.75,
Oberlind,1542,Thueringen,11,50.349998,11.1833,
Oberweissbach,1543,Thueringen,11,50.583302,11.15,
Ohrdruf,1544,Thueringen,11,50.833302,10.7333,
Orlamuende,1545,Thueringen,11,50.783298,11.5333,
Ostheim v. d. Rhoen,1546,Thueringen,11,50.466702,10.2167,
Plaue,1547,Thueringen,11,50.783298,10.9,
Poessneck,1548,Thueringen,11,50.700001,11.6,
Rastenberg,1549,Thueringen,11,51.1833,11.4167,
Remda,1550,Thueringen,11,50.766701,11.2333,
Roemhild,1551,Thueringen,11,50.383301,10.55,
Ronneburg,1552,Thueringen,11,50.866699,12.1833,
Rudolstadt,1553,Thueringen,11,50.716702,11.3333,
Ruhla,1554,Thueringen,11,50.883301,10.3667,
Saalburg,1555,Thueringen,11,50.5,11.7,
Saalfeld,1556,Thueringen,11,50.650002,11.35,
Bad Salzungen,1557,Thueringen,11,50.8167,10.2333,
Schalkau,1558,Thueringen,11,50.400002,11.0167,
Schleiz,1559,Thueringen,11,50.583302,11.8167,
Schlotheim,1560,Thueringen,11,51.25,10.65,
Schmoelln,1561,Thueringen,11,50.900002,12.35,
Sondershausen,1562,Thueringen,11,51.366699,10.8667,
Sonneberg,1563,Thueringen,11,50.349998,11.1667,
Stadtilm,1564,Thueringen,11,50.783298,11.0833,
Stadtlengsfeld,1565,Thueringen,11,50.950001,10.1333,
Stadtroda,1566,Thueringen,11,50.849998,11.7333,
Steinach,1567,Thueringen,11,50.4333,11.1667,
Bad Sulza,1568,Thueringen,11,51.083302,11.6167,
Tambach-Dietharz,1569,Thueringen,11,50.783298,10.6167,
Tanna,1570,Thueringen,11,50.5,11.8667,
Tannroda,1571,Thueringen,11,50.866699,11.25,
Teichel,1572,Thueringen,11,50.783298,11.3167,
Themar,1573,Thueringen,11,50.5,10.6167,
Triebes,1574,Thueringen,11,50.6833,12.0167,
Triptis,1575,Thueringen,11,50.733299,11.8667,
Ummerstadt,1576,Thueringen,11,50.25,10.8333,
Vacha,1577,Thueringen,11,50.833302,10.0167,
Waltershausen,1578,Thueringen,11,50.900002,10.55,
Wasungen,1579,Thueringen,11,50.666698,10.3667,
Weida,1580,Thueringen,11,50.766701,12.0667,
Weimar,1581,Thueringen,11,50.983299,11.3333,2130
Wurzbach,1582,Thueringen,11,50.466702,11.5333,
Zella-Mehlis,1583,Thueringen,11,50.666698,10.6667,
Zeulenroda,1584,Thueringen,11,50.650002,11.9833,
Aken,1585,Sachsen-Anhalt,12,51.849998,12.05,
Alsleben,1586,Sachsen-Anhalt,12,51.700001,11.6667,
Ammendorf,1587,Sachsen-Anhalt,12,51.4333,11.9833,
Annaburg,1588,Sachsen-Anhalt,12,51.733299,13.05,
Arendsee,1589,Sachsen-Anhalt,12,52.883301,11.4833,
Arenburg,1590,Sachsen-Anhalt,12,52.666698,12,
Artern,1591,Sachsen-Anhalt,12,51.366699,11.3,
Aschersleben,1592,Sachsen-Anhalt,12,51.75,11.45,128
Ballenstedt,1593,Sachsen-Anhalt,12,51.716702,11.2333,
Barby,1594,Sachsen-Anhalt,12,51.966702,11.8667,
Belgern,1595,Sachsen-Anhalt,12,51.483299,13.1333,
Benneckenstein,1596,Sachsen-Anhalt,12,51.666698,10.7167,
Bernburg,1597,Sachsen-Anhalt,12,51.799999,11.7333,236
Bad Bibra,1598,Sachsen-Anhalt,12,51.200001,11.5667,
Bismark,1599,Sachsen-Anhalt,12,52.666698,11.7167,
Bitterfeld,1600,Sachsen-Anhalt,12,51.616699,12.3333,
Bleicherode,1601,Sachsen-Anhalt,12,51.416698,10.5667,
Brehna,1602,Sachsen-Anhalt,12,51.533298,12.2167,
Buckau,1603,Sachsen-Anhalt,12,52.099998,11.6333,
Burg b.M.,1604,Sachsen-Anhalt,12,52.266701,11.85,329
Calbe a.d. Milde,1605,Sachsen-Anhalt,12,52.633301,11.4,
Calbe a.d. Saale,1606,Sachsen-Anhalt,12,51.900002,11.7833,
Cochstedt,1607,Sachsen-Anhalt,12,51.883301,11.4,
Coswig,1608,Sachsen-Anhalt,12,51.883301,12.4333,
Dardesheim,1609,Sachsen-Anhalt,12,51.983299,10.8333,
Delitzsch,1610,Sachsen-Anhalt,12,51.533298,12.35,
Derenburg,1611,Sachsen-Anhalt,12,51.866699,10.9,
Dessau,1612,Sachsen-Anhalt,12,51.833302,12.25,548
Dingelstaedt,1613,Sachsen-Anhalt,12,51.3167,10.3167,
Dommitzsch,1614,Sachsen-Anhalt,12,51.650002,12.8833,
Dueben,1615,Sachsen-Anhalt,12,51.599998,12.5833,
Eckartsberga,1616,Sachsen-Anhalt,12,51.116699,11.55,
Egeln,1617,Sachsen-Anhalt,12,51.950001,11.4333,
Eilenburg,1618,Sachsen-Anhalt,12,51.466702,12.6333,599
Eisleben,1619,Sachsen-Anhalt,12,51.516701,11.55,603
Ellrich,1621,Sachsen-Anhalt,12,51.583302,10.6667,
Elsterwerda,1622,Sachsen-Anhalt,12,51.450001,13.5167,
Erfurt,1623,Sachsen-Anhalt,12,50.983299,11.0333,626
Ermsleben,1624,Sachsen-Anhalt,12,51.733299,11.35,
Freyburg,1625,Sachsen-Anhalt,12,51.216702,11.7667,
Gardelegen,1626,Sachsen-Anhalt,12,52.533298,11.4,
Gebesee,1627,Sachsen-Anhalt,12,51.116699,10.9333,
Gefell,1628,Sachsen-Anhalt,12,50.4333,11.85,
Genthin,1629,Sachsen-Anhalt,12,52.400002,12.1667,
Gerbstedt,1630,Sachsen-Anhalt,12,51.633301,11.6167,
Gernrode,1631,Sachsen-Anhalt,12,51.716702,11.1333,
Goerzke,1632,Sachsen-Anhalt,12,52.166698,12.3667,
Gommern,1633,Sachsen-Anhalt,12,52.0667,11.8333,
Graefenhainichen,1634,Sachsen-Anhalt,12,51.733299,12.45,
Groebzig,1635,Sachsen-Anhalt,12,51.666698,11.8667,
Groeningen,1636,Sachsen-Anhalt,12,51.9333,11.2167,
Grossalsleben,1637,Sachsen-Anhalt,12,51.983299,11.2333,
Gross Apenburg,1638,Sachsen-Anhalt,12,52.716702,11.2,
Guentersberge,1639,Sachsen-Anhalt,12,51.650002,10.9833,
Guesten,1640,Sachsen-Anhalt,12,51.799999,11.6167,
Hadmersleben,1641,Sachsen-Anhalt,12,51.983299,11.3,
Halberstadt,1642,Sachsen-Anhalt,12,51.900002,11.05,788
Haldensleben,1643,Sachsen-Anhalt,12,52.283298,11.4167,
Halle a.d.S.,1644,Sachsen-Anhalt,12,51.483299,11.9667,791
Harzgerode,1645,Sachsen-Anhalt,12,51.650002,11.15,
Hecklingen,1646,Sachsen-Anhalt,12,51.849998,11.5167,
Heiligenstadt,1647,Sachsen-Anhalt,12,51.383301,10.1333,
Heldrungen,1648,Sachsen-Anhalt,12,51.299999,11.2167,
Heringen,1649,Sachsen-Anhalt,12,51.450001,10.8833,
Herzberg,1650,Sachsen-Anhalt,12,51.6833,13.2333,
Hettstedt,1651,Sachsen-Anhalt,12,51.633301,11.5,
Hohenmoelsen,1652,Sachsen-Anhalt,12,51.150002,12.1,
Hornburg,1653,Sachsen-Anhalt,12,52.016701,10.6167,
Hoym,1654,Sachsen-Anhalt,12,51.783298,11.3,
Jerichow,1655,Sachsen-Anhalt,12,52.5,12.0167,
Jessen,1656,Sachsen-Anhalt,12,51.799999,12.95,
Jessnitz,1657,Sachsen-Anhalt,12,51.6833,12.3,
Kelbra,1658,Sachsen-Anhalt,12,51.4333,11.0333,
Kemberg,1659,Sachsen-Anhalt,12,51.783298,12.6333,
Kindelbrueck,1660,Sachsen-Anhalt,12,51.266701,11.0833,
Kloetze,1661,Sachsen-Anhalt,12,52.633301,11.1667,
Koelleda,1662,Sachsen-Anhalt,12,51.166698,11.2167,
Koennern,1663,Sachsen-Anhalt,12,51.666698,11.7667,
Bad Koesen,1664,Sachsen-Anhalt,12,51.133301,11.7167,
Koethen,1665,Sachsen-Anhalt,12,51.75,11.9167,945
Kroppenstedt,1666,Sachsen-Anhalt,12,51.916698,11.3,
Landsberg,1667,Sachsen-Anhalt,12,51.533298,12.1667,
Langensalza,1668,Sachsen-Anhalt,12,51.099998,10.65,1008
Laucha,1669,Sachsen-Anhalt,12,51.216702,11.6833,
Bad Lauchstaedt,1670,Sachsen-Anhalt,12,51.366699,11.8333,
Leimbach,1671,Sachsen-Anhalt,12,51.599998,11.45,
Leopoldshall,1672,Sachsen-Anhalt,12,51.866699,11.5667,
Bad Liebenwerda,1673,Sachsen-Anhalt,12,51.516701,13.4,
Lindau,1674,Sachsen-Anhalt,12,52.016701,12.0833,
Loburg,1675,Sachsen-Anhalt,12,52.116699,12.0667,
Loebejuen,1676,Sachsen-Anhalt,12,51.633301,11.9,
Luetzen,1677,Sachsen-Anhalt,12,51.25,12.1333,
Magdeburg,1678,Sachsen-Anhalt,12,52.133301,11.6167,1124
Mansfeld,1679,Sachsen-Anhalt,12,51.599998,11.45,
Merseburg,1680,Sachsen-Anhalt,12,51.366699,12,1192
Moeckern,1681,Sachsen-Anhalt,12,52.133301,11.95,
Muecheln,1682,Sachsen-Anhalt,12,51.299999,11.8,
Muehlberg,1683,Sachsen-Anhalt,12,51.4333,13.2167,
Muehlhausen,1684,Sachsen-Anhalt,12,51.216702,10.45,
Naumburg,1685,Sachsen-Anhalt,12,51.150002,11.8167,1307
Nebra,1686,Sachsen-Anhalt,12,51.283298,11.5667,
Nienburg,1687,Sachsen-Anhalt,12,51.833302,11.7667,
Nordhausen,1688,Sachsen-Anhalt,12,51.5,10.7833,1348
Oebisfelde,1689,Sachsen-Anhalt,12,52.4333,10.9833,
Oranienbaum,1690,Sachsen-Anhalt,12,51.799999,12.4,
Ortrand,1691,Sachsen-Anhalt,12,51.366699,13.7833,
Oschersleben,1692,Sachsen-Anhalt,12,52.016701,11.25,
Osterburg,1693,Sachsen-Anhalt,12,52.783298,11.7667,
Osterfeld,1694,Sachsen-Anhalt,12,51.083302,11.9333,
Osterwieck,1695,Sachsen-Anhalt,12,51.966702,10.7167,
Prettin,1696,Sachsen-Anhalt,12,51.666698,12.9167,
Pretzsch,1697,Sachsen-Anhalt,12,51.716702,12.8,
Quedlinburg,1698,Sachsen-Anhalt,12,51.799999,11.15,1558
Querfurt,1699,Sachsen-Anhalt,12,51.383301,11.6,
Radegast,1700,Sachsen-Anhalt,12,51.650002,12.1,
Raguhn,1701,Sachsen-Anhalt,12,51.716702,12.2833,
Ranis,1702,Sachsen-Anhalt,12,50.666698,11.5667,
Rosslau,1703,Sachsen-Anhalt,12,51.633301,12.3,
Bad Sachsa,1704,Sachsen-Anhalt,12,51.599998,10.55,
Salzwedel,1705,Sachsen-Anhalt,12,52.849998,11.15,1664
Sandau,1706,Sachsen-Anhalt,12,52.783298,12.05,
Sandersleben,1707,Sachsen-Anhalt,12,51.666698,11.5667,
Sangerhausen,1708,Sachsen-Anhalt,12,51.466702,11.3,
Schafstaedt,1709,Sachsen-Anhalt,12,51.383301,11.7833,
Schildau,1710,Sachsen-Anhalt,12,51.450001,12.9333,
Schkeuditz,1711,Sachsen-Anhalt,12,51.400002,12.2167,
Schkoelen,1712,Sachsen-Anhalt,12,51.033298,11.8167,
Schleusingen,1713,Sachsen-Anhalt,12,50.516701,10.75,
Schlieben,1714,Sachsen-Anhalt,12,51.716702,13.3833,
Bad Schmiedeberg,1715,Sachsen-Anhalt,12,51.6833,12.7333,
Schoenebeck,1716,Sachsen-Anhalt,12,52.016701,11.75,
Schoenebeck-Frohse,1717,Sachsen-Anhalt,12,52.016701,11.75,
Schoenebeck-Bad Salzelmen,1718,Sachsen-Anhalt,12,52,11.7167,
Schoenewalde,1719,Sachsen-Anhalt,12,51.6833,13.6,
Schraplau,1720,Sachsen-Anhalt,12,51.4333,11.6667,
Schwanebeck,1721,Sachsen-Anhalt,12,51.966702,11.1167,
Schweinitz,1722,Sachsen-Anhalt,12,51.799999,13.0333,
Seehausen i. Altmark,1723,Sachsen-Anhalt,12,52.866699,11.75,
Seehausen b. Magdeburg,1724,Sachsen-Anhalt,12,52.099998,11.3,
Seyda,1725,Sachsen-Anhalt,12,51.883301,12.9,
Soemmerda,1726,Sachsen-Anhalt,12,51.166698,11.1167,
Sparnberg,1727,Sachsen-Anhalt,12,50.416698,11.7667,
Stassfurt,1728,Sachsen-Anhalt,12,51.866699,11.5667,
Stendal,1729,Sachsen-Anhalt,12,52.599998,11.85,1838
Stoessen,1730,Sachsen-Anhalt,12,51.116699,11.9333,
Stolberg,1731,Sachsen-Anhalt,12,51.5667,10.95,
Suhl,1732,Sachsen-Anhalt,12,50.616699,10.7,1854
Tangerhuette,1733,Sachsen-Anhalt,12,52.4333,11.8,
Tangermuende,1734,Sachsen-Anhalt,12,52.533298,11.9667,
Bad Tennstedt,1735,Sachsen-Anhalt,12,51.150002,10.8333,
Teuchern,1736,Sachsen-Anhalt,12,51.116699,12.0167,
Thale,1737,Sachsen-Anhalt,12,51.75,11.05,
Thamsbrueck,1738,Sachsen-Anhalt,12,51.133301,10.6333,
Torgau,1739,Sachsen-Anhalt,12,51.5667,13,1929
Treffurt,1740,Sachsen-Anhalt,12,51.133301,10.2333,
Uebigau,1741,Sachsen-Anhalt,12,51.0667,13.7,
Wahrenbrueck,1742,Sachsen-Anhalt,12,51.549999,13.3667,
Wanzleben,1743,Sachsen-Anhalt,12,52.0667,11.4333,
Wegeleben,1744,Sachsen-Anhalt,12,51.866699,11.1667,
Weissenfels,1745,Sachsen-Anhalt,12,51.200001,11.9667,2131
Weissensee,1746,Sachsen-Anhalt,12,51.200001,11.0667,
Werben,1747,Sachsen-Anhalt,12,52.866699,11.9833,
Wernigerode,1748,Sachsen-Anhalt,12,51.833302,10.7833,
Wettin,1749,Sachsen-Anhalt,12,51.583302,11.8,
Wiehe,1750,Sachsen-Anhalt,12,51.266701,11.4167,
Wittenberg,1751,Sachsen-Anhalt,12,51.849998,12.65,2154
Woerlitz,1752,Sachsen-Anhalt,12,51.849998,12.4167,
Wolmirstedt,1753,Sachsen-Anhalt,12,52.25,11.6333,
Worbis,1754,Sachsen-Anhalt,12,51.383301,10.3333,
Zahna,1755,Sachsen-Anhalt,12,51.916698,12.7833,
Zeitz,1756,Sachsen-Anhalt,12,51.049999,12.1333,2184
Zerbst,1757,Sachsen-Anhalt,12,51.966702,12.0833,2187
Ziegenrueck,1758,Sachsen-Anhalt,12,50.616699,11.65,
Ziesar,1759,Sachsen-Anhalt,12,52.266701,12.2833,
Zoerbig,1760,Sachsen-Anhalt,12,51.616699,12.1167,
Altona,1761,Schleswig-Holstein,13,53.549999,9.9333296,66
Barmstedt,1762,Schleswig-Holstein,13,53.783298,9.7666702,
Bergedorf,1763,Schleswig-Holstein,13,53.483299,10.2167,
Bad Bramstedt,1764,Schleswig-Holstein,13,53.916698,9.8833303,
Bredstedt,1765,Schleswig-Holstein,13,54.616699,8.96667,
Burg auf Fehmarn,1766,Schleswig-Holstein,13,54.4333,11.2,
Cuxhaven,1767,Schleswig-Holstein,13,53.450001,8.6999998,
Eckernfoerde,1768,Schleswig-Holstein,13,54.466702,9.8333302,
Elmshorn,1769,Schleswig-Holstein,13,53.75,9.6499996,
Eutin,1770,Schleswig-Holstein,13,54.133301,10.6167,
Flensburg,1771,Schleswig-Holstein,13,54.783298,9.4333296,661
Friedrichstadt (Eider),1772,Schleswig-Holstein,13,54.366699,9.0666704,
Garding,1773,Schleswig-Holstein,13,54.333302,8.78333,
Geesthacht,1774,Schleswig-Holstein,13,53.4333,10.3667,
Gluecksburg,1775,Schleswig-Holstein,13,54.833302,9.5500002,
Glueckstadt,1776,Schleswig-Holstein,13,53.799999,9.4166698,730
Hamburg,1777,Schleswig-Holstein,13,53.549999,10,794
Heide,1778,Schleswig-Holstein,13,54.200001,9.1000004,
Heiligenhafen,1779,Schleswig-Holstein,13,54.366699,10.9833,
Husum,1780,Schleswig-Holstein,13,54.483299,9.0500002,845
Itzehoe,1781,Schleswig-Holstein,13,53.9333,9.5166702,
Kappeln,1782,Schleswig-Holstein,13,54.666698,9.9333296,
Kellinghusen,1783,Schleswig-Holstein,13,53.950001,9.71667,
Kiel,1784,Schleswig-Holstein,13,54.333302,10.1333,922
Krempe,1785,Schleswig-Holstein,13,53.8167,9.46667,973
Lauenburg (Elbe),1786,Schleswig-Holstein,13,53.366699,10.55,
Luebeck,1787,Schleswig-Holstein,13,53.866699,10.6833,1105
Luetjenburg,1788,Schleswig-Holstein,13,54.299999,10.5833,
Marne,1789,Schleswig-Holstein,13,53.950001,9,
Meldorf,1790,Schleswig-Holstein,13,54.099998,9.0666704,
Moelln,1791,Schleswig-Holstein,13,53.633301,10.6833,
Neumuenster,1792,Schleswig-Holstein,13,54.0667,9.9833298,
Neustadt (Holstein),1793,Schleswig-Holstein,13,54.099998,10.8167,
Nortorf,1794,Schleswig-Holstein,13,54.166698,9.8666697,
Oldenburg (Holstein),1795,Schleswig-Holstein,13,54.299999,10.8833,1380
Bad Oldesloe,1796,Schleswig-Holstein,13,53.8167,10.3667,
Pinneberg,1797,Schleswig-Holstein,13,53.633301,9.8000002,
Ploen,1798,Schleswig-Holstein,13,54.166698,10.4167,
Preetz,1799,Schleswig-Holstein,13,54.233299,10.2833,
Ratzeburg,1800,Schleswig-Holstein,13,53.700001,10.75,1571
Reinfeld,1801,Schleswig-Holstein,13,53.833302,10.4833,
Rendsburg,1802,Schleswig-Holstein,13,54.299999,9.6666698,1585
Schleswig,1803,Schleswig-Holstein,13,54.516701,9.5666704,1700
Bad Schwartau,1804,Schleswig-Holstein,13,53.916698,10.7,
Bad Segeberg,1805,Schleswig-Holstein,13,53.9333,10.3167,
Toenning,1806,Schleswig-Holstein,13,54.3167,8.9499998,1920
Uetersen,1807,Schleswig-Holstein,13,53.6833,9.6666698,
Wandsbek,1808,Schleswig-Holstein,13,53.583302,10.0833,
Wedel,1809,Schleswig-Holstein,13,53.583302,9.6999998,
Wesselburen,1810,Schleswig-Holstein,13,54.216702,8.9166698,
Westerland,1811,Schleswig-Holstein,13,54.916698,8.3000002,
Wilster,1812,Schleswig-Holstein,13,53.916698,9.3666697,
Wyk auf Foehr,1813,Schleswig-Holstein,13,54.700001,8.5666704,
Boizenburg,1814,Mecklenburg,14,53.366699,10.7167,
Brueel,1815,Mecklenburg,14,53.733299,11.7167,
Buetzow,1816,Mecklenburg,14,53.849998,11.9833,
Crivitz,1817,Mecklenburg,14,53.583302,11.65,
Bad Doberan,1818,Mecklenburg,14,54.099998,11.9,
Doemitz,1819,Mecklenburg,14,53.133301,11.2667,
Feldberg,1820,Mecklenburg,14,43.333302,13.4333,
Friedland,1821,Mecklenburg,14,53.666698,13.55,
Fuerstenberg,1822,Mecklenburg,14,53.1833,13.15,
Gadebusch,1823,Mecklenburg,14,53.700001,11.1167,
Gnoien,1824,Mecklenburg,14,53.966702,12.7167,
Goldberg,1825,Mecklenburg,14,53.5667,12.0667,
Grabow,1826,Mecklenburg,14,53.266701,11.5667,
Grevesmuehlen,1827,Mecklenburg,14,53.866699,11.1667,
Guestrow,1828,Mecklenburg,14,53.966702,12.1833,773
Hagenow,1829,Mecklenburg,14,53.4333,11.2,
Krakow,1830,Mecklenburg,14,53.650002,12.2667,
Kroepelin,1831,Mecklenburg,14,54.0667,11.7833,
Laage,1832,Mecklenburg,14,53.9333,12.35,
Ludwigslust,1833,Mecklenburg,14,53.3167,11.4833,
Luebz,1834,Mecklenburg,14,53.466702,12.0333,
Malchin,1835,Mecklenburg,14,53.733299,12.7833,
Malchow,1836,Mecklenburg,14,53.466702,12.4167,
Marlow,1837,Mecklenburg,14,54.133301,12.5667,
Mirow,1838,Mecklenburg,14,53.266701,12.8,
Neubrandenburg,1839,Mecklenburg,14,53.549999,13.2667,1309
Neubukow,1840,Mecklenburg,14,54.016701,11.6667,
Neukalen,1841,Mecklenburg,14,53.8167,12.7833,
Neustadt-Gleve,1842,Mecklenburg,14,53.383301,11.5833,
Neustrelitz,1843,Mecklenburg,14,53.366699,13.0667,1315
Parchim,1844,Mecklenburg,14,53.416698,11.8333,
Penzlin,1845,Mecklenburg,14,53.5,13.0833,
Plau,1846,Mecklenburg,14,53.450001,12.2667,
