name,date,leben,lengthleben,idn,iplace,ibio,url
"Bowie, David",1947 - ,,0,118514091,1,0,http://www.deutsche-biographie.de/pnd118514091.html
"Boyce, William",1711 - 1779,,0,123289491,1,0,http://www.deutsche-biographie.de/pnd123289491.html
"Boysen, Rolf",1920 - 2014,,0,115391282,1,0,http://www.deutsche-biographie.de/pnd115391282.html
Bracharius <Sanctus>,[Person der Antike],,0,102466696,0,0,http://www.deutsche-biographie.de/pnd102466696.html
"Branner, Hans Christian",1903 - 1966,,0,122448146,1,0,http://www.deutsche-biographie.de/pnd122448146.html
"Boyd, William",1952 - ,,0,120880733,1,0,http://www.deutsche-biographie.de/pnd120880733.html
"Brandt, Peter",1946 - ,,0,121370968,1,0,http://www.deutsche-biographie.de/pnd121370968.html
"Bradley, Omar Nelson",1893 - 1981,,0,122205553,0,0,http://www.deutsche-biographie.de/pnd122205553.html
"Bowyer, William",1699 - 1777,,0,119176025,1,0,http://www.deutsche-biographie.de/pnd119176025.html
"Brand, Matthias",1952 - ,,0,120398508,0,0,http://www.deutsche-biographie.de/pnd120398508.html
"Brand, Friedrich",1891 - 1979,,0,102979328X,0,0,http://www.deutsche-biographie.de/pnd102979328X.html
"Brailsford, Henry Noel",1873 - 1958,,0,121586960,1,0,http://www.deutsche-biographie.de/pnd121586960.html
"Boyancé, Pierre",1900 - 1976,,0,123289505,1,0,http://www.deutsche-biographie.de/pnd123289505.html
,,,0,,0,0,http://www.deutsche-biographie.de/pnd129841390.html
"Boxadors, Juan Tomás",1703 - 1780,,0,142111627,0,0,http://www.deutsche-biographie.de/pnd142111627.html
"Brandenstein, Wolfgang Erich von",1620,,0,122773551,0,0,http://www.deutsche-biographie.de/pnd122773551.html
"Boveri, Marcella",1863 - 1950,,0,116299983,0,0,http://www.deutsche-biographie.de/pnd116299983.html
"Boylan, Roger",1951 - ,,0,121795209,0,0,http://www.deutsche-biographie.de/pnd121795209.html
"Braht-Waldsee, Josef Anton",1910 - ,,0,1033569402,0,0,http://www.deutsche-biographie.de/pnd1033569402.html
"Bracht, Werner",1888 - 1980,,0,133562735,0,0,http://www.deutsche-biographie.de/pnd133562735.html
"Brand, Guido K.",1889 - 1945,,0,11639661X,1,0,http://www.deutsche-biographie.de/pnd11639661X.html
"Brand von Lindau, Adam Friedrich",1681 - 1754,,0,1013875702,0,0,http://www.deutsche-biographie.de/pnd1013875702.html
,,,0,,0,0,http://www.deutsche-biographie.de/pnd130825360.html
"Bove, Jens",1969 - ,,0,123535980,1,0,http://www.deutsche-biographie.de/pnd123535980.html
"Brandstätter, Peter",1974 - ,,0,1036444554,0,0,http://www.deutsche-biographie.de/pnd1036444554.html
"Brahe, Magnus",1790 - 1844,,0,11885691X,0,0,http://www.deutsche-biographie.de/pnd11885691X.html
"Boursse, Esaias",1631 - 1672,,0,140082999,1,0,http://www.deutsche-biographie.de/pnd140082999.html
"Brand, Otto",1909 - 1981,,0,118673114,1,0,http://www.deutsche-biographie.de/pnd118673114.html
"Brandl, Herbert",1959 - ,,0,118810766,0,0,http://www.deutsche-biographie.de/pnd118810766.html
"Bowles, John",1701 - 1779,,0,1037598180,1,0,http://www.deutsche-biographie.de/pnd1037598180.html
"Bozza, Maik",1978 - ,,0,133337502,0,0,http://www.deutsche-biographie.de/pnd133337502.html
"Brantl, Carl",1801 - 1871,,0,1038450721,1,0,http://www.deutsche-biographie.de/pnd1038450721.html
"Reinwald, Ludwig",1901 - 1989,,0,116428597,0,0,http://www.deutsche-biographie.de/pnd116428597.html
"Reinebeck, Otto",1883 - ,,0,133719553,0,0,http://www.deutsche-biographie.de/pnd133719553.html
"Reinitzer, Heimo",1943 - ,,0,141098953,0,0,http://www.deutsche-biographie.de/pnd141098953.html
"Reichenau, Georg",1951 - 1982-1986,,0,1046412299,0,0,http://www.deutsche-biographie.de/pnd1046412299.html
"Reichling, Emmi",1927 - ,,0,1046413880,1,0,http://www.deutsche-biographie.de/pnd1046413880.html
"Reichart-Burikukiye, Christiane",1970 - ,,0,1046398539,1,0,http://www.deutsche-biographie.de/pnd1046398539.html
"Reinhard, Frank",1970 - ,,0,123926114,0,0,http://www.deutsche-biographie.de/pnd123926114.html
,,,0,,0,0,http://www.deutsche-biographie.de/pnd133595935.html
"Reichenbach, Max",1915 - ,,0,1020700726,0,0,http://www.deutsche-biographie.de/pnd1020700726.html
"Rein, Else",1914 - ,,0,1046432303,1,0,http://www.deutsche-biographie.de/pnd1046432303.html
"Reidinger, Adalbert",1831,,0,1046998714,1,0,http://www.deutsche-biographie.de/pnd1046998714.html
"Reko, Victor A.",1880 - 1902-1905,,0,116433264,0,0,http://www.deutsche-biographie.de/pnd116433264.html
,,,0,,0,0,http://www.deutsche-biographie.de/pnd126811741.html
"Reimers, Emil",1912 - 1996,,0,116414812,1,0,http://www.deutsche-biographie.de/pnd116414812.html
"Reichssiegel, Florian",1735 - 1793,,0,123439299,0,0,http://www.deutsche-biographie.de/pnd123439299.html
"Reichel, Katharina",[um 1593-],,0,1019755938,0,0,http://www.deutsche-biographie.de/pnd1019755938.html
"Remter, Dagmar",1925 - ,,0,1034069039,1,0,http://www.deutsche-biographie.de/pnd1034069039.html
"Reißeissen, Franz",1651,,0,121885984,0,0,http://www.deutsche-biographie.de/pnd121885984.html
"Reininghaus, Fritz",1919,,0,116427841,0,0,http://www.deutsche-biographie.de/pnd116427841.html
"Reinke, Andreas",1957 - ,,0,110545133,0,0,http://www.deutsche-biographie.de/pnd110545133.html
"Reitberger, Heiner",1923 - 1998,,0,119209004,1,0,http://www.deutsche-biographie.de/pnd119209004.html
"Reinhold, Johannes",1897 - 1971,,0,1027131557,1,0,http://www.deutsche-biographie.de/pnd1027131557.html
"Reichl, Johannes",1974 - ,,0,122404106,0,0,http://www.deutsche-biographie.de/pnd122404106.html
