name,date,leben,lengthleben,idn,iplace,ibio,url
"Thiemeyer, Theo",1927 bis 1991,,0,11915921X,0,0,http://www.deutsche-biographie.de/sfzT1302.html
"Thieme, Clemens",1631 bis 1668,,0,10415361X,0,0,http://www.deutsche-biographie.de/sfzT1295-5.html
"Thiel, Alfred",1879 bis 1942,,0,14276485X,0,0,http://www.deutsche-biographie.de/sfzT1181.html
"Thelen, Albert Vigoleis",1903 bis 1989,,0,118756702,1,0,http://www.deutsche-biographie.de/sfzT1008.html
"Thomas, Theodor Christian Friedrich",1835 bis 1905,,0,118911937,1,0,http://www.deutsche-biographie.de/sfzT1620.html
"Thoma, Cella",1858 bis 1901,,0,11734429X,0,0,http://www.deutsche-biographie.de/sfzT1482.html
Thiadgrim,gestorben 840,,0,136788556,0,0,http://www.deutsche-biographie.de/sfz52471.html
"Thrändorf, Ernst",1851 bis 1936,,0,118891898,0,0,http://www.deutsche-biographie.de/sfzT1739-3.html
"Thun-Hohenstein, Roderich Graf von",1901 bis 1983,,0,,0,0,http://www.deutsche-biographie.de/sfz130545.html
"Thelot, Johann Philipp",gestorben 1671,,0,123442508,0,0,http://www.deutsche-biographie.de/sfz34650.html
"Thorbecke, Marie Pauline",1882 bis 1971,,0,11735290X,1,0,http://www.deutsche-biographie.de/sfzT1698-5.html
"Theuer, Max",1878 bis 1949,,0,172415276,0,0,http://www.deutsche-biographie.de/sfzT1148.html
"Thumb, Peter",1681 bis 1766,,0,118642790,1,0,http://www.deutsche-biographie.de/sfzT1842.html
"Thiersch, Frieda",1889 bis 1947,,0,117339024,0,0,http://www.deutsche-biographie.de/sfzT1352.html
"Thoma, Albrecht",1844 bis 1915,,0,117344079,0,0,http://www.deutsche-biographie.de/sfzT1478.html
Thietmar,unbekannt,,0,140244476,0,0,http://www.deutsche-biographie.de/sfz22707.html
"Thomas, Jess Floyd",1927 bis 1993,,0,118821369,1,0,http://www.deutsche-biographie.de/sfzT1595.html
"Thiede, Carsten Peter",1952 bis 2004,,0,11558126X,1,0,http://www.deutsche-biographie.de/sfzT1174.html
"Thesen, Mathias",1891 bis 1944,,0,130151955,1,0,http://www.deutsche-biographie.de/sfzT1140.html
"Thiele, Alfred",1886 bis 1957,,0,119356295,0,0,http://www.deutsche-biographie.de/sfzT1205.html
"Theurer, Richard",geboren 1869,,0,127840923,0,0,http://www.deutsche-biographie.de/sfzT1157.html
Theodor de Reynsburg,erwähnt 1477 oder 1478 ,,0,13833367X,0,0,http://www.deutsche-biographie.de/sfz76319.html
"Thoemes, Nikolaus",1846 bis 1911,,0,117342157,0,0,http://www.deutsche-biographie.de/sfzT1454.html
"Thellmann, Erika von",1902 bis 1988,,0,117301906,1,0,http://www.deutsche-biographie.de/sfzT1010.html
"Thomson, E.",1853 bis 1937,,0,11911030X,0,0,http://www.deutsche-biographie.de/sfzT1668.html
"Thiele, Johannes",1860 bis 1935,,0,117624586,0,0,http://www.deutsche-biographie.de/sfzT1229-5.html
"Thomaß, Eugen",1863 bis 1932,,0,139674292,0,0,http://www.deutsche-biographie.de/sfz115066.html
Theudoald,gestorben 715,,0,139287493,0,0,http://www.deutsche-biographie.de/sfz97852.html
Thomas von Wasserburg,um 1450 bis um 1500,,0,100963315,0,0,http://www.deutsche-biographie.de/sfzT1562.html
"Themel, Karl",1890 bis 1973,,0,123439086,1,0,http://www.deutsche-biographie.de/sfzT1019.html
"Thumb, Albert",1865 bis 1915,,0,117360120,0,0,http://www.deutsche-biographie.de/sfzT1840.html
"Thost, Robert",erwähnt 1904,,0,13971622X,0,0,http://www.deutsche-biographie.de/sfz114468.html
"Therstappen, Joachim",1905 bis 1950,,0,101371047,0,0,http://www.deutsche-biographie.de/sfzT1139-5.html
"Thews, Gerhard",1926 bis 2003,,0,105130281,0,0,http://www.deutsche-biographie.de/sfzT1161.html
"Theobald, Karl Peter Wilhelm Apollinaris Ritter von",1769 bis 1837,,0,138612757,0,0,http://www.deutsche-biographie.de/sfz82424.html
"Thomas, Georg",1890 bis 1946,,0,124824331,0,0,http://www.deutsche-biographie.de/sfz107551.html
"Thienemann, Alfred Bernhard",1858 bis 1923,,0,117337455,1,0,http://www.deutsche-biographie.de/sfzT1308.html
Theodora,gestorben 1183,,0,136788491,0,0,http://www.deutsche-biographie.de/sfz52468.html
"Thiele, Rolf",1918 bis 1994,,0,138680965,0,0,http://www.deutsche-biographie.de/sfzT1234.html
"Thiergen, Oskar",1856 bis 1913,,0,123642612,0,0,http://www.deutsche-biographie.de/sfzT1336.html
"Thor, Walter",1870 bis 1929,,0,117352330,0,0,http://www.deutsche-biographie.de/sfzT1688.html
"Thurmann, Julius",1804 bis 1855,,0,117372617,0,0,http://www.deutsche-biographie.de/sfzT1890.html
"Theissing, Heinrich",1918 bis 1988,,0,119109182,0,0,http://www.deutsche-biographie.de/sfzT0999.html
"Thonet, Michael",1796 bis 1871,,0,118802100,0,0,http://www.deutsche-biographie.de/sfzT1685.html
"Thommendorf, Venceslaus",1460 bis 1522,,0,143827278,0,0,http://www.deutsche-biographie.de/sfzT1651-45.html
