name,date,leben,lengthleben,idn,iplace,ibio,url
"Ochs, Siegfried",1858 bis 1929,,0,11707988X,0,0,http://www.deutsche-biographie.de/sfz122119.html
"Nürnberger, Hans",gestorben 1466,,0,136440940,0,0,http://www.deutsche-biographie.de/sfzN2137-92.html
"Occo, Adolph",1447 bis 1503,,0,120862042,0,0,http://www.deutsche-biographie.de/sfz72779.html
"Nüßlin, Otto",1850 bis 1915,,0,117070858,0,0,http://www.deutsche-biographie.de/sfzN2162.html
"Nörber, Thomas",1846 bis 1920,,0,119513285,0,0,http://www.deutsche-biographie.de/sfzN1810.html
"Nürenberger, Johann Ernst",gestorben 1687,,0,104319143,0,0,http://www.deutsche-biographie.de/sfz72580.html
"Ochino, Bernardino",um 1487 bis 1564,,0,118786679,1,0,http://www.deutsche-biographie.de/sfzo0245-26.html
"Oefele, Armin Freiherr von",1879 bis 1925,,0,106865242,0,0,http://www.deutsche-biographie.de/sfz72872.html
"Occo, Sybrant",1514 bis 1588,,0,138274355,0,0,http://www.deutsche-biographie.de/sfz72783.html
"O'Lynch of Town, Karl",1869 bis 1942,,0,117333131,1,0,http://www.deutsche-biographie.de/sfzo1055.html
"Ochs, Moses",1772 bis 1849,,0,1016898983,0,0,http://www.deutsche-biographie.de/sfz120175.html
"Oelrichs, Johann",1693 bis 1752,,0,138279128,0,0,http://www.deutsche-biographie.de/sfz72967.html
"Oehler, Hermann",1846 bis 1931,,0,117621226,0,0,http://www.deutsche-biographie.de/sfz72895.html
"Oeler, Richard",1878 bis 1948,,0,117098086,0,0,http://www.deutsche-biographie.de/sfz72925.html
"Oehler, Georg Ferdinand",1777 bis 1850,,0,138271739,0,0,http://www.deutsche-biographie.de/sfz72893.html
"Obermeyer, Leonhard",1924 bis 2011,,0,121072452,0,0,http://www.deutsche-biographie.de/sfzo0137-6.html
"Oedtl, Christian Alexander",gestorben 1737,,0,139209298,0,0,http://www.deutsche-biographie.de/sfz107684.html
"Oelsnitz, Alexander Bernhard Ernst von der",1858 bis 1943,,0,123662702,1,0,http://www.deutsche-biographie.de/sfzo0495.html
"Ochsenbein, Karl Rudolf",1861 bis 1919,,0,126593736,0,0,http://www.deutsche-biographie.de/sfz72800.html
"Oelmann, Franz",1883 bis 1963,,0,117104930,0,0,http://www.deutsche-biographie.de/sfz72949.html
"Ochs, Robert",1666 bis 1698,,0,125009909,0,0,http://www.deutsche-biographie.de/sfzo0261.html
"Oeder, Johann Friedrich",1729 bis 1772,,0,138278164,0,0,http://www.deutsche-biographie.de/sfz72866.html
"Oberhummer, Roman",1871 bis 1944,,0,117076392,0,0,http://www.deutsche-biographie.de/sfz72680.html
"Ochs, Johannes",1611 bis 1677,,0,139763201,1,0,http://www.deutsche-biographie.de/sfzo0252-1.html
"Oberbeck, Anton",1846 bis 1900,,0,117588156,1,0,http://www.deutsche-biographie.de/sfzo0022.html
"Occo, Adolph",1494 bis 1572,,0,129657417,0,0,http://www.deutsche-biographie.de/sfz72780.html
"Odermatt, Josef Maria",1934 bis 2011,,0,11933500X,0,0,http://www.deutsche-biographie.de/sfzo0314-28.html
"Nöttelein, Georg",gestorben 1567,,0,122577884,1,0,http://www.deutsche-biographie.de/sfzN1833-1.html
"Oelzner, Rudolf",1906 bis 1985,,0,118173324,1,0,http://www.deutsche-biographie.de/sfzo0513-4.html
"Oelhafen von Schöllenbach, Karl",1810 bis 1875,,0,138272697,0,0,http://www.deutsche-biographie.de/sfz72941.html
"Oberwarth, Louis",unbekannt,,0,139031758,0,0,http://www.deutsche-biographie.de/sfz103721.html
"Oberstein, Andreas von",unbekannt,,0,13827164X,0,0,http://www.deutsche-biographie.de/sfz72728.html
"Odenwald, Theodor",1889 bis 1970,,0,122446194,0,0,http://www.deutsche-biographie.de/sfzo0307.html
"Obwexer, Alois",unbekannt,,0,138274185,0,0,http://www.deutsche-biographie.de/sfz72770.html
"Ochsenbein, Moritz",1883 bis 1953,,0,,0,0,http://www.deutsche-biographie.de/sfz125703.html
"Nüscheler, David",1792 bis 1871,,0,136208746,0,0,http://www.deutsche-biographie.de/sfzN2144.html
"Nützel, Karl von",1557 bis 1614,,0,120101211,0,0,http://www.deutsche-biographie.de/sfz72607.html
"Odstrcil, Johann",1837 bis 1888,,0,133920445,1,0,http://www.deutsche-biographie.de/sfzo0341.html
"Oehler, Eduard",1837 bis 1909,,0,117593206,0,0,http://www.deutsche-biographie.de/sfz72889.html
"Nölting, Matthias",geboren 1948,,0,138253315,0,0,http://www.deutsche-biographie.de/sfz72252.html
"Obpacher, Ernst",geboren 1879,,0,127820191,0,0,http://www.deutsche-biographie.de/sfzo0207-4.html
"Obereit, Ludwig",1743 bis 1803,,0,104135611,0,0,http://www.deutsche-biographie.de/sfz72658.html
"Oehmichen, Jürgen","geboren 1958, erwähnt 1997",,0,138272034,0,0,http://www.deutsche-biographie.de/sfz72910.html
"Obsieger, Andreas",1824 bis 1898,,0,117078999,1,0,http://www.deutsche-biographie.de/sfzo0218.html
"Obst, Adolf Gustav Ernst",geboren 1869,,0,127820256,0,0,http://www.deutsche-biographie.de/sfzo0219-4.html
"Oberg, Wulbrand von",unbekannt,,0,138269734,0,0,http://www.deutsche-biographie.de/sfz72666.html
"Ockel, Eduard",1834 bis 1910,,0,117593036,0,0,http://www.deutsche-biographie.de/sfzo0275.html
Odilo,gestorben 1020,,0,138277680,0,0,http://www.deutsche-biographie.de/sfz72836.html
"Oellacher, Hans",1889 bis 1949,,0,126603855,1,0,http://www.deutsche-biographie.de/sfzo0469.html
